area_id,iid_effect_pp
W02000182,-0.005594727137117089
W02000183,0.005699761977442099
W02000184,-0.1316592947423384
W02000185,0.023773744890516656
W02000186,-0.0038992487761205195
W02000188,-0.002575762997809836
W02000189,0.04740416387941932
W02000191,0.1287482810277812
W02000192,-0.07018542690594191
W02000193,0.02393269752587754
W02000194,-4.998410423435661e-5
W02000195,0.04903307960352158
W02000196,-0.021757914877136818
W02000197,-0.037311583459333705
W02000198,0.02681007288342599
W02000200,-0.009459253902187194
W02000201,0.01848915427805394
W02000202,-0.007523101052509583
W02000204,0.03707579739426933
W02000205,0.06623902868579705
W02000206,-0.03720399262861988
W02000207,-0.021371723212670526
W02000208,0.013645684237542147
W02000210,0.03824716392446644
W02000211,0.08178477306685399
W02000212,-0.0029253489390755737
W02000213,-0.028730168678276668
W02000214,-0.004937572368162226
W02000215,-0.03721843473251532
W02000216,0.004357747575573227
W02000217,0.023340070582636104
W02000218,0.018289722212952338
W02000219,-0.017353940791169555
W02000220,0.08012061460943722
W02000221,0.0013175375184370822
W02000222,3.439715494394922e-5
W02000223,-0.07445109310637439
W02000224,-0.00457808791838206
W02000225,0.08440763319574604
W02000226,0.006682634764376325
W02000227,0.016025381915305153
W02000228,0.014887196370925022
W02000229,0.04408449997088204
W02000230,0.008637858163166328
W02000231,-0.20108690203325422
W02000232,-0.08718282425010804
W02000233,-0.029921624410212944
W02000234,-0.035114974043875376
W02000235,0.017381788914673096
W02000236,-0.09751164433485619
W02000237,0.02376575294161776
W02000238,0.025982292348072807
W02000239,0.014232182425432697
W02000240,-0.013209052395080792
W02000241,-0.03337071130013539
W02000242,-0.06441499806889284
W02000243,-0.006161388613329597
W02000244,-0.118307615999247
W02000245,-0.011047675059874239
W02000246,-0.018053978066603384
W02000247,0.05450903906516968
W02000248,0.07515616508002342
W02000249,0.05834672268873611
W02000250,-0.07909978795852449
W02000251,0.0345423320223518
W02000252,0.011701439266477747
W02000253,-0.06725794405196053
W02000254,0.007167174461329454
W02000255,0.03947943474807236
W02000256,-0.020249008050720062
W02000257,-0.053066173354872154
W02000258,0.0021685899005934924
W02000259,5.546167582482792e-4
W02000260,0.03168770784472157
W02000261,-0.05272146508909746
W02000262,-0.04104725732022258
W02000263,0.01976106689594018
W02000264,-0.01662925972080179
W02000265,-0.03880972528239446
W02000266,0.040701022678742906
W02000267,-0.017959063124899935
W02000268,-0.10823455232939189
W02000269,0.06768860547610789
W02000270,-0.03147796490353248
W02000271,0.0508253327274779
W02000272,0.08381179503584014
W02000273,-0.04853421390434265
W02000274,0.009563517062371046
W02000275,0.044261665168877744
W02000276,0.05689933486656645
W02000277,-0.010697670678058624
W02000278,-0.03495632139771711
W02000279,0.031837382124565994
W02000280,-0.055585374917403965
W02000281,0.015644102374175517
W02000282,0.03290241413903256
W02000284,0.07720898821301397
W02000285,-0.07845866777308039
W02000286,0.031258318548215244
W02000287,0.06791281107245342
W02000288,0.03947780061779453
W02000289,0.1293802853310707
W02000290,0.046608046631739126
W02000291,-0.053844674314111954
W02000292,0.014075977470777493
W02000293,-0.016761712660830874
W02000294,0.0016750776216871914
W02000295,-0.02377963072734449
W02000296,0.02417293906130256
W02000297,-0.21147378788537685
W02000298,-0.033595041343582745
W02000299,-0.03670884871537075
W02000300,-0.019430945520471542
W02000301,-0.034598294107743705
W02000302,-0.026620567866049775
W02000303,0.013859345503028538
W02000304,0.02652248517624164
W02000305,-0.06530158822100451
W02000306,-0.017509780656295194
W02000307,-0.06745648526993106
W02000308,-0.0270174316722769
W02000309,-0.028024866375821564
W02000310,-0.09758755786740964
W02000311,0.0850389017803001
W02000312,0.03722484957595941
W02000313,-0.05486868385435486
W02000314,-0.01566855486762538
W02000315,0.06751421295835316
W02000316,-0.05055642650576246
W02000317,0.02175607384379962
W02000318,0.062459883543996036
W02000319,-0.02920378025991733
W02000320,0.06986303601565375
W02000321,-0.02417679097241732
W02000322,0.03855685459459945
W02000323,0.0818950305285933
W02000324,-0.029310607090306678
W02000325,-0.01995030530938426
W02000326,-0.06118852198319936
W02000327,0.06422153979283209
W02000328,-0.02558691938548998
W02000329,0.001589620762957188
W02000330,-0.3811894496225092
W02000331,0.1012710456079774
W02000332,0.02638820238750439
W02000333,0.09589134369883215
W02000334,-0.007238758259680242
W02000335,-0.03337646021839353
W02000336,0.008847849001051749
W02000337,0.10547035191068098
W02000338,-0.10677522450868202
W02000339,0.04415685756981097
W02000340,-0.009657296174692765
W02000341,0.04031473573523815
W02000342,0.07791948436758064
W02000343,-0.0263964943704606
W02000344,-0.017241819528619175
W02000345,-0.037960892982029204
W02000346,-0.3779482303903291
W02000347,0.04621423762574873
W02000348,0.011386265406108828
W02000349,0.04301486281464002
W02000350,-0.028543053747023258
W02000351,-0.004680855908253403
W02000352,0.01642932751737891
W02000353,-0.07127199384163425
W02000354,-0.08236376423358116
W02000355,-0.006626215658295281
W02000356,-0.01770842966100462
W02000357,-0.011071127385044996
W02000358,-0.03714304999100496
W02000359,0.05508829968739411
W02000360,-0.026254968397278172
W02000361,-0.005599966052020557
W02000362,0.034186319580638995
W02000363,0.06751728755877029
W02000364,-0.028483462765284455
W02000365,0.026025505688836083
W02000366,0.045719582697228894
W02000367,-0.09276451366466563
W02000368,0.04756552890977403
W02000369,-0.07058224601256839
W02000370,0.005289773015223424
W02000371,0.07359446852401619
W02000372,0.05726187882854283
W02000373,0.03253116189681187
W02000374,0.06478754373491703
W02000375,0.033430280016528965
W02000376,0.05919983758350036
W02000377,-0.06720953597707191
W02000378,0.01054322944516745
W02000379,0.007491777804795743
W02000380,-0.011859041574184099
W02000381,0.09462951269064403
W02000382,0.15911785288949645
W02000383,-0.050476600659321545
W02000384,-0.0950602211416211
W02000385,0.009703417260658702
W02000386,0.0010836741375926365
W02000387,0.015593912932195924
W02000388,0.09550902065636
W02000389,-0.056408323361667324
W02000390,-0.03598772978777477
W02000391,-0.019255025693682714
W02000392,0.005359545233721471
W02000393,-0.02208801441799178
W02000394,-0.007898651690673336
W02000395,0.024040559874142803
W02000396,-0.0356037928217721
W02000397,0.06456579183530069
W02000398,-0.0058348062813035895
W02000399,-0.017103441893523873
W02000400,-0.027160869685268266
W02000401,0.023488608529782604
W02000402,0.003940166020900834
W02000403,-0.06434053705082338
W02000404,0.011780193887619868
W02000405,-0.04418981662484558
W02000406,0.011379338488872848
W02000407,0.014796577658715327
W02000408,-0.14425324535258396
W02000409,1.2198865715413521e-4
W02000410,-0.0010341183022021926
W02000411,0.09077896578636868
W02000412,0.040432785034777756
W02000414,-0.029896622920501437
W02000415,0.03564554444623084
W02000416,-0.4045408673432077
W02000417,-6.747161429783412e-4
W02000418,0.012779247712604323
W02000419,-0.04885080656689577
W02000421,0.07273371323739342
W02000422,0.07224514223015456
W02000423,0.02649832150945106
W02000424,0.025300642625681297
W02000425,0.09695398791239832
W02000426,0.011505199477096188
W02000427,-0.0068564935554115206
W02000428,-0.012678102207321788
