area_id,time_id,msoa_name,age_band,sex,car_access,pop_count
W02000003,2021,Isle of Anglesey 003,35_49,2,1,784
W02000003,2021,Isle of Anglesey 003,50_64,2,0,230
W02000003,2021,Isle of Anglesey 003,50_64,2,1,815
W02000003,2021,Isle of Anglesey 003,65_plus,2,0,385
W02000003,2021,Isle of Anglesey 003,65_plus,2,1,628
W02000003,2023,Isle of Anglesey 003,16_24,1,0,138
W02000003,2023,Isle of Anglesey 003,16_24,1,1,384
W02000003,2023,Isle of Anglesey 003,25_34,1,0,128
W02000003,2023,Isle of Anglesey 003,25_34,1,1,506
W02000003,2023,Isle of Anglesey 003,35_49,1,0,194
W02000003,2023,Isle of Anglesey 003,35_49,1,1,743
W02000003,2023,Isle of Anglesey 003,50_64,1,0,202
W02000003,2023,Isle of Anglesey 003,50_64,1,1,782
W02000003,2023,Isle of Anglesey 003,65_plus,1,0,202
W02000003,2023,Isle of Anglesey 003,65_plus,1,1,701
W02000003,2023,Isle of Anglesey 003,16_24,2,0,166
W02000003,2023,Isle of Anglesey 003,16_24,2,1,382
W02000003,2023,Isle of Anglesey 003,25_34,2,0,189
W02000003,2023,Isle of Anglesey 003,25_34,2,1,498
W02000003,2023,Isle of Anglesey 003,35_49,2,0,209
W02000003,2023,Isle of Anglesey 003,35_49,2,1,784
W02000003,2023,Isle of Anglesey 003,50_64,2,0,230
W02000003,2023,Isle of Anglesey 003,50_64,2,1,815
W02000003,2023,Isle of Anglesey 003,65_plus,2,0,385
W02000003,2023,Isle of Anglesey 003,65_plus,2,1,628
W02000003,2025,Isle of Anglesey 003,16_24,1,0,138
W02000003,2025,Isle of Anglesey 003,16_24,1,1,384
W02000003,2025,Isle of Anglesey 003,25_34,1,0,128
W02000003,2025,Isle of Anglesey 003,25_34,1,1,506
W02000003,2025,Isle of Anglesey 003,35_49,1,0,194
W02000003,2025,Isle of Anglesey 003,35_49,1,1,743
W02000003,2025,Isle of Anglesey 003,50_64,1,0,202
W02000003,2025,Isle of Anglesey 003,50_64,1,1,782
W02000003,2025,Isle of Anglesey 003,65_plus,1,0,202
W02000003,2025,Isle of Anglesey 003,65_plus,1,1,701
W02000003,2025,Isle of Anglesey 003,16_24,2,0,166
W02000003,2025,Isle of Anglesey 003,16_24,2,1,382
W02000003,2025,Isle of Anglesey 003,25_34,2,0,189
W02000003,2025,Isle of Anglesey 003,25_34,2,1,498
W02000003,2025,Isle of Anglesey 003,35_49,2,0,209
W02000003,2025,Isle of Anglesey 003,35_49,2,1,784
W02000003,2025,Isle of Anglesey 003,50_64,2,0,230
W02000003,2025,Isle of Anglesey 003,50_64,2,1,815
W02000003,2025,Isle of Anglesey 003,65_plus,2,0,385
W02000003,2025,Isle of Anglesey 003,65_plus,2,1,628
W02000004,2021,Isle of Anglesey 004,16_24,1,0,12
W02000004,2021,Isle of Anglesey 004,16_24,1,1,296
W02000004,2021,Isle of Anglesey 004,25_34,1,0,14
W02000004,2021,Isle of Anglesey 004,25_34,1,1,304
W02000004,2021,Isle of Anglesey 004,35_49,1,0,22
W02000004,2021,Isle of Anglesey 004,35_49,1,1,501
W02000004,2021,Isle of Anglesey 004,50_64,1,0,41
W02000004,2021,Isle of Anglesey 004,50_64,1,1,801
W02000004,2021,Isle of Anglesey 004,65_plus,1,0,63
W02000004,2021,Isle of Anglesey 004,65_plus,1,1,962
W02000004,2021,Isle of Anglesey 004,16_24,2,0,17
W02000004,2021,Isle of Anglesey 004,16_24,2,1,286
W02000004,2021,Isle of Anglesey 004,25_34,2,0,18
W02000004,2021,Isle of Anglesey 004,25_34,2,1,276
W02000004,2021,Isle of Anglesey 004,35_49,2,0,23
W02000004,2021,Isle of Anglesey 004,35_49,2,1,565
W02000004,2021,Isle of Anglesey 004,50_64,2,0,44
W02000004,2021,Isle of Anglesey 004,50_64,2,1,851
W02000004,2021,Isle of Anglesey 004,65_plus,2,0,151
W02000004,2021,Isle of Anglesey 004,65_plus,2,1,992
W02000004,2023,Isle of Anglesey 004,16_24,1,0,12
W02000004,2023,Isle of Anglesey 004,16_24,1,1,296
W02000004,2023,Isle of Anglesey 004,25_34,1,0,14
W02000004,2023,Isle of Anglesey 004,25_34,1,1,304
W02000004,2023,Isle of Anglesey 004,35_49,1,0,22
W02000004,2023,Isle of Anglesey 004,35_49,1,1,501
W02000004,2023,Isle of Anglesey 004,50_64,1,0,41
W02000004,2023,Isle of Anglesey 004,50_64,1,1,801
W02000004,2023,Isle of Anglesey 004,65_plus,1,0,63
W02000004,2023,Isle of Anglesey 004,65_plus,1,1,962
W02000004,2023,Isle of Anglesey 004,16_24,2,0,17
W02000004,2023,Isle of Anglesey 004,16_24,2,1,286
W02000004,2023,Isle of Anglesey 004,25_34,2,0,18
W02000004,2023,Isle of Anglesey 004,25_34,2,1,276
W02000004,2023,Isle of Anglesey 004,35_49,2,0,23
W02000004,2023,Isle of Anglesey 004,35_49,2,1,565
W02000004,2023,Isle of Anglesey 004,50_64,2,0,44
W02000004,2023,Isle of Anglesey 004,50_64,2,1,851
W02000004,2023,Isle of Anglesey 004,65_plus,2,0,151
W02000004,2023,Isle of Anglesey 004,65_plus,2,1,992
W02000004,2025,Isle of Anglesey 004,16_24,1,0,12
W02000004,2025,Isle of Anglesey 004,16_24,1,1,296
W02000004,2025,Isle of Anglesey 004,25_34,1,0,14
W02000004,2025,Isle of Anglesey 004,25_34,1,1,304
W02000004,2025,Isle of Anglesey 004,35_49,1,0,22
W02000004,2025,Isle of Anglesey 004,35_49,1,1,501
W02000004,2025,Isle of Anglesey 004,50_64,1,0,41
W02000004,2025,Isle of Anglesey 004,50_64,1,1,801
W02000004,2025,Isle of Anglesey 004,65_plus,1,0,63
W02000004,2025,Isle of Anglesey 004,65_plus,1,1,962
W02000004,2025,Isle of Anglesey 004,16_24,2,0,17
W02000004,2025,Isle of Anglesey 004,16_24,2,1,286
W02000004,2025,Isle of Anglesey 004,25_34,2,0,18
W02000004,2025,Isle of Anglesey 004,25_34,2,1,276
W02000004,2025,Isle of Anglesey 004,35_49,2,0,23
W02000004,2025,Isle of Anglesey 004,35_49,2,1,565
W02000004,2025,Isle of Anglesey 004,50_64,2,0,44
W02000004,2025,Isle of Anglesey 004,50_64,2,1,851
W02000004,2025,Isle of Anglesey 004,65_plus,2,0,151
W02000004,2025,Isle of Anglesey 004,65_plus,2,1,992
W02000005,2021,Isle of Anglesey 005,16_24,1,0,18
W02000005,2021,Isle of Anglesey 005,16_24,1,1,274
W02000005,2021,Isle of Anglesey 005,25_34,1,0,24
W02000005,2021,Isle of Anglesey 005,25_34,1,1,300
W02000005,2021,Isle of Anglesey 005,35_49,1,0,25
W02000005,2021,Isle of Anglesey 005,35_49,1,1,502
W02000005,2021,Isle of Anglesey 005,50_64,1,0,55
W02000005,2021,Isle of Anglesey 005,50_64,1,1,859
W02000005,2021,Isle of Anglesey 005,65_plus,1,0,80
W02000005,2021,Isle of Anglesey 005,65_plus,1,1,1167
W02000005,2021,Isle of Anglesey 005,16_24,2,0,16
W02000005,2021,Isle of Anglesey 005,16_24,2,1,260
W02000005,2021,Isle of Anglesey 005,25_34,2,0,21
W02000005,2021,Isle of Anglesey 005,25_34,2,1,290
W02000005,2021,Isle of Anglesey 005,35_49,2,0,31
W02000005,2021,Isle of Anglesey 005,35_49,2,1,603
W02000005,2021,Isle of Anglesey 005,50_64,2,0,57
W02000005,2021,Isle of Anglesey 005,50_64,2,1,916
W02000005,2021,Isle of Anglesey 005,65_plus,2,0,211
W02000005,2021,Isle of Anglesey 005,65_plus,2,1,1219
W02000005,2023,Isle of Anglesey 005,16_24,1,0,18
W02000005,2023,Isle of Anglesey 005,16_24,1,1,274
W02000005,2023,Isle of Anglesey 005,25_34,1,0,24
W02000005,2023,Isle of Anglesey 005,25_34,1,1,300
W02000005,2023,Isle of Anglesey 005,35_49,1,0,25
W02000005,2023,Isle of Anglesey 005,35_49,1,1,502
W02000005,2023,Isle of Anglesey 005,50_64,1,0,55
W02000005,2023,Isle of Anglesey 005,50_64,1,1,859
W02000005,2023,Isle of Anglesey 005,65_plus,1,0,80
W02000005,2023,Isle of Anglesey 005,65_plus,1,1,1167
W02000005,2023,Isle of Anglesey 005,16_24,2,0,16
W02000005,2023,Isle of Anglesey 005,16_24,2,1,260
W02000005,2023,Isle of Anglesey 005,25_34,2,0,21
W02000005,2023,Isle of Anglesey 005,25_34,2,1,290
W02000005,2023,Isle of Anglesey 005,35_49,2,0,31
W02000005,2023,Isle of Anglesey 005,35_49,2,1,603
W02000005,2023,Isle of Anglesey 005,50_64,2,0,57
W02000005,2023,Isle of Anglesey 005,50_64,2,1,916
W02000005,2023,Isle of Anglesey 005,65_plus,2,0,211
W02000005,2023,Isle of Anglesey 005,65_plus,2,1,1219
W02000005,2025,Isle of Anglesey 005,16_24,1,0,18
W02000005,2025,Isle of Anglesey 005,16_24,1,1,274
W02000005,2025,Isle of Anglesey 005,25_34,1,0,24
W02000005,2025,Isle of Anglesey 005,25_34,1,1,300
W02000005,2025,Isle of Anglesey 005,35_49,1,0,25
W02000005,2025,Isle of Anglesey 005,35_49,1,1,502
W02000005,2025,Isle of Anglesey 005,50_64,1,0,55
W02000005,2025,Isle of Anglesey 005,50_64,1,1,859
W02000005,2025,Isle of Anglesey 005,65_plus,1,0,80
W02000005,2025,Isle of Anglesey 005,65_plus,1,1,1167
W02000005,2025,Isle of Anglesey 005,16_24,2,0,16
W02000005,2025,Isle of Anglesey 005,16_24,2,1,260
W02000005,2025,Isle of Anglesey 005,25_34,2,0,21
W02000005,2025,Isle of Anglesey 005,25_34,2,1,290
W02000005,2025,Isle of Anglesey 005,35_49,2,0,31
W02000005,2025,Isle of Anglesey 005,35_49,2,1,603
W02000005,2025,Isle of Anglesey 005,50_64,2,0,57
W02000005,2025,Isle of Anglesey 005,50_64,2,1,916
W02000005,2025,Isle of Anglesey 005,65_plus,2,0,211
W02000005,2025,Isle of Anglesey 005,65_plus,2,1,1219
W02000006,2021,Isle of Anglesey 006,16_24,1,0,40
W02000006,2021,Isle of Anglesey 006,16_24,1,1,294
W02000006,2021,Isle of Anglesey 006,25_34,1,0,35
W02000006,2021,Isle of Anglesey 006,25_34,1,1,349
W02000006,2021,Isle of Anglesey 006,35_49,1,0,57
W02000006,2021,Isle of Anglesey 006,35_49,1,1,542
W02000006,2021,Isle of Anglesey 006,50_64,1,0,46
W02000006,2021,Isle of Anglesey 006,50_64,1,1,601
W02000006,2021,Isle of Anglesey 006,65_plus,1,0,84
W02000006,2021,Isle of Anglesey 006,65_plus,1,1,638
W02000006,2021,Isle of Anglesey 006,16_24,2,0,46
W02000006,2021,Isle of Anglesey 006,16_24,2,1,264
W02000006,2021,Isle of Anglesey 006,25_34,2,0,58
W02000006,2021,Isle of Anglesey 006,25_34,2,1,357
W02000006,2021,Isle of Anglesey 006,35_49,2,0,57
W02000006,2021,Isle of Anglesey 006,35_49,2,1,583
W02000006,2021,Isle of Anglesey 006,50_64,2,0,53
W02000006,2021,Isle of Anglesey 006,50_64,2,1,651
W02000006,2021,Isle of Anglesey 006,65_plus,2,0,193
W02000006,2021,Isle of Anglesey 006,65_plus,2,1,613
W02000006,2023,Isle of Anglesey 006,16_24,1,0,40
W02000006,2023,Isle of Anglesey 006,16_24,1,1,294
W02000006,2023,Isle of Anglesey 006,25_34,1,0,35
W02000006,2023,Isle of Anglesey 006,25_34,1,1,349
W02000006,2023,Isle of Anglesey 006,35_49,1,0,57
W02000006,2023,Isle of Anglesey 006,35_49,1,1,542
W02000006,2023,Isle of Anglesey 006,50_64,1,0,46
W02000006,2023,Isle of Anglesey 006,50_64,1,1,601
W02000006,2023,Isle of Anglesey 006,65_plus,1,0,84
W02000006,2023,Isle of Anglesey 006,65_plus,1,1,638
W02000006,2023,Isle of Anglesey 006,16_24,2,0,46
W02000006,2023,Isle of Anglesey 006,16_24,2,1,264
W02000006,2023,Isle of Anglesey 006,25_34,2,0,58
W02000006,2023,Isle of Anglesey 006,25_34,2,1,357
W02000006,2023,Isle of Anglesey 006,35_49,2,0,57
W02000006,2023,Isle of Anglesey 006,35_49,2,1,583
W02000006,2023,Isle of Anglesey 006,50_64,2,0,53
W02000006,2023,Isle of Anglesey 006,50_64,2,1,651
W02000006,2023,Isle of Anglesey 006,65_plus,2,0,193
W02000006,2023,Isle of Anglesey 006,65_plus,2,1,613
W02000006,2025,Isle of Anglesey 006,16_24,1,0,40
W02000006,2025,Isle of Anglesey 006,16_24,1,1,294
W02000006,2025,Isle of Anglesey 006,25_34,1,0,35
W02000006,2025,Isle of Anglesey 006,25_34,1,1,349
W02000006,2025,Isle of Anglesey 006,35_49,1,0,57
W02000006,2025,Isle of Anglesey 006,35_49,1,1,542
W02000006,2025,Isle of Anglesey 006,50_64,1,0,46
W02000006,2025,Isle of Anglesey 006,50_64,1,1,601
W02000006,2025,Isle of Anglesey 006,65_plus,1,0,84
W02000006,2025,Isle of Anglesey 006,65_plus,1,1,638
W02000006,2025,Isle of Anglesey 006,16_24,2,0,46
W02000006,2025,Isle of Anglesey 006,16_24,2,1,264
W02000006,2025,Isle of Anglesey 006,25_34,2,0,58
W02000006,2025,Isle of Anglesey 006,25_34,2,1,357
W02000006,2025,Isle of Anglesey 006,35_49,2,0,57
W02000006,2025,Isle of Anglesey 006,35_49,2,1,583
W02000006,2025,Isle of Anglesey 006,50_64,2,0,53
W02000006,2025,Isle of Anglesey 006,50_64,2,1,651
W02000006,2025,Isle of Anglesey 006,65_plus,2,0,193
W02000006,2025,Isle of Anglesey 006,65_plus,2,1,613
W02000007,2021,Isle of Anglesey 007,16_24,1,0,16
W02000007,2021,Isle of Anglesey 007,16_24,1,1,267
W02000007,2021,Isle of Anglesey 007,25_34,1,0,11
W02000007,2021,Isle of Anglesey 007,25_34,1,1,379
W02000007,2021,Isle of Anglesey 007,35_49,1,0,26
W02000007,2021,Isle of Anglesey 007,35_49,1,1,557
W02000007,2021,Isle of Anglesey 007,50_64,1,0,38
W02000007,2021,Isle of Anglesey 007,50_64,1,1,669
W02000007,2021,Isle of Anglesey 007,65_plus,1,0,43
W02000007,2021,Isle of Anglesey 007,65_plus,1,1,655
W02000007,2021,Isle of Anglesey 007,16_24,2,0,14
W02000007,2021,Isle of Anglesey 007,16_24,2,1,276
W02000007,2021,Isle of Anglesey 007,25_34,2,0,24
W02000007,2021,Isle of Anglesey 007,25_34,2,1,367
W02000007,2021,Isle of Anglesey 007,35_49,2,0,24
W02000007,2021,Isle of Anglesey 007,35_49,2,1,567
W02000007,2021,Isle of Anglesey 007,50_64,2,0,49
W02000007,2021,Isle of Anglesey 007,50_64,2,1,669
W02000007,2021,Isle of Anglesey 007,65_plus,2,0,133
W02000007,2021,Isle of Anglesey 007,65_plus,2,1,672
W02000007,2023,Isle of Anglesey 007,16_24,1,0,16
W02000007,2023,Isle of Anglesey 007,16_24,1,1,267
W02000007,2023,Isle of Anglesey 007,25_34,1,0,11
W02000007,2023,Isle of Anglesey 007,25_34,1,1,379
W02000007,2023,Isle of Anglesey 007,35_49,1,0,26
W02000007,2023,Isle of Anglesey 007,35_49,1,1,557
W02000007,2023,Isle of Anglesey 007,50_64,1,0,38
W02000007,2023,Isle of Anglesey 007,50_64,1,1,669
W02000007,2023,Isle of Anglesey 007,65_plus,1,0,43
W02000007,2023,Isle of Anglesey 007,65_plus,1,1,655
W02000007,2023,Isle of Anglesey 007,16_24,2,0,14
W02000007,2023,Isle of Anglesey 007,16_24,2,1,276
W02000007,2023,Isle of Anglesey 007,25_34,2,0,24
W02000007,2023,Isle of Anglesey 007,25_34,2,1,367
W02000007,2023,Isle of Anglesey 007,35_49,2,0,24
W02000007,2023,Isle of Anglesey 007,35_49,2,1,567
W02000007,2023,Isle of Anglesey 007,50_64,2,0,49
W02000007,2023,Isle of Anglesey 007,50_64,2,1,669
W02000007,2023,Isle of Anglesey 007,65_plus,2,0,133
W02000007,2023,Isle of Anglesey 007,65_plus,2,1,672
W02000007,2025,Isle of Anglesey 007,16_24,1,0,16
W02000007,2025,Isle of Anglesey 007,16_24,1,1,267
W02000007,2025,Isle of Anglesey 007,25_34,1,0,11
W02000007,2025,Isle of Anglesey 007,25_34,1,1,379
W02000007,2025,Isle of Anglesey 007,35_49,1,0,26
W02000007,2025,Isle of Anglesey 007,35_49,1,1,557
W02000007,2025,Isle of Anglesey 007,50_64,1,0,38
W02000007,2025,Isle of Anglesey 007,50_64,1,1,669
W02000007,2025,Isle of Anglesey 007,65_plus,1,0,43
W02000007,2025,Isle of Anglesey 007,65_plus,1,1,655
W02000007,2025,Isle of Anglesey 007,16_24,2,0,14
W02000007,2025,Isle of Anglesey 007,16_24,2,1,276
W02000007,2025,Isle of Anglesey 007,25_34,2,0,24
W02000007,2025,Isle of Anglesey 007,25_34,2,1,367
W02000007,2025,Isle of Anglesey 007,35_49,2,0,24
W02000007,2025,Isle of Anglesey 007,35_49,2,1,567
W02000007,2025,Isle of Anglesey 007,50_64,2,0,49
W02000007,2025,Isle of Anglesey 007,50_64,2,1,669
W02000007,2025,Isle of Anglesey 007,65_plus,2,0,133
W02000007,2025,Isle of Anglesey 007,65_plus,2,1,672
W02000008,2021,Isle of Anglesey 008,16_24,1,0,25
W02000008,2021,Isle of Anglesey 008,16_24,1,1,236
W02000008,2021,Isle of Anglesey 008,25_34,1,0,26
W02000008,2021,Isle of Anglesey 008,25_34,1,1,305
W02000008,2021,Isle of Anglesey 008,35_49,1,0,34
W02000008,2021,Isle of Anglesey 008,35_49,1,1,439
W02000008,2021,Isle of Anglesey 008,50_64,1,0,44
W02000008,2021,Isle of Anglesey 008,50_64,1,1,553
W02000008,2021,Isle of Anglesey 008,65_plus,1,0,52
W02000008,2021,Isle of Anglesey 008,65_plus,1,1,668
W02000008,2021,Isle of Anglesey 008,16_24,2,0,22
W02000008,2021,Isle of Anglesey 008,16_24,2,1,217
W02000008,2021,Isle of Anglesey 008,25_34,2,0,20
W02000008,2021,Isle of Anglesey 008,25_34,2,1,322
W02000008,2021,Isle of Anglesey 008,35_49,2,0,30
W02000008,2021,Isle of Anglesey 008,35_49,2,1,440
W02000008,2021,Isle of Anglesey 008,50_64,2,0,55
W02000008,2021,Isle of Anglesey 008,50_64,2,1,604
W02000008,2021,Isle of Anglesey 008,65_plus,2,0,178
W02000008,2021,Isle of Anglesey 008,65_plus,2,1,697
W02000008,2023,Isle of Anglesey 008,16_24,1,0,25
W02000008,2023,Isle of Anglesey 008,16_24,1,1,236
W02000008,2023,Isle of Anglesey 008,25_34,1,0,26
W02000008,2023,Isle of Anglesey 008,25_34,1,1,305
W02000008,2023,Isle of Anglesey 008,35_49,1,0,34
W02000008,2023,Isle of Anglesey 008,35_49,1,1,439
W02000008,2023,Isle of Anglesey 008,50_64,1,0,44
W02000008,2023,Isle of Anglesey 008,50_64,1,1,553
W02000008,2023,Isle of Anglesey 008,65_plus,1,0,52
W02000008,2023,Isle of Anglesey 008,65_plus,1,1,668
W02000008,2023,Isle of Anglesey 008,16_24,2,0,22
W02000008,2023,Isle of Anglesey 008,16_24,2,1,217
W02000008,2023,Isle of Anglesey 008,25_34,2,0,20
W02000008,2023,Isle of Anglesey 008,25_34,2,1,322
W02000008,2023,Isle of Anglesey 008,35_49,2,0,30
W02000008,2023,Isle of Anglesey 008,35_49,2,1,440
W02000008,2023,Isle of Anglesey 008,50_64,2,0,55
W02000008,2023,Isle of Anglesey 008,50_64,2,1,604
W02000008,2023,Isle of Anglesey 008,65_plus,2,0,178
W02000008,2023,Isle of Anglesey 008,65_plus,2,1,697
W02000008,2025,Isle of Anglesey 008,16_24,1,0,25
