area_id,time_id,area_inla_id,time_inla_id,msoa_name
W02000026,2025,26,3,Gwynedd 017
W02000027,2021,27,1,Conwy 001
W02000027,2023,27,2,Conwy 001
W02000027,2025,27,3,Conwy 001
W02000028,2021,28,1,Conwy 002
W02000028,2023,28,2,Conwy 002
W02000028,2025,28,3,Conwy 002
W02000029,2021,29,1,Conwy 003
W02000029,2023,29,2,Conwy 003
W02000029,2025,29,3,Conwy 003
W02000030,2021,30,1,Conwy 004
W02000030,2023,30,2,Conwy 004
W02000030,2025,30,3,Conwy 004
W02000031,2021,31,1,Conwy 005
W02000031,2023,31,2,Conwy 005
W02000031,2025,31,3,Conwy 005
W02000032,2021,32,1,Conwy 006
W02000032,2023,32,2,Conwy 006
W02000032,2025,32,3,Conwy 006
W02000033,2021,33,1,Conwy 007
W02000033,2023,33,2,Conwy 007
W02000033,2025,33,3,Conwy 007
W02000034,2021,34,1,Conwy 008
W02000034,2023,34,2,Conwy 008
W02000034,2025,34,3,Conwy 008
W02000035,2021,35,1,Conwy 009
W02000035,2023,35,2,Conwy 009
W02000035,2025,35,3,Conwy 009
W02000036,2021,36,1,Conwy 010
W02000036,2023,36,2,Conwy 010
W02000036,2025,36,3,Conwy 010
W02000037,2021,37,1,Conwy 011
W02000037,2023,37,2,Conwy 011
W02000037,2025,37,3,Conwy 011
W02000038,2021,38,1,Conwy 012
W02000038,2023,38,2,Conwy 012
W02000038,2025,38,3,Conwy 012
W02000039,2021,39,1,Conwy 013
W02000039,2023,39,2,Conwy 013
W02000039,2025,39,3,Conwy 013
W02000040,2021,40,1,Conwy 014
W02000040,2023,40,2,Conwy 014
W02000040,2025,40,3,Conwy 014
W02000041,2021,41,1,Conwy 015
W02000041,2023,41,2,Conwy 015
W02000041,2025,41,3,Conwy 015
W02000042,2021,42,1,Denbighshire 001
W02000042,2023,42,2,Denbighshire 001
W02000042,2025,42,3,Denbighshire 001
W02000043,2021,43,1,Denbighshire 002
W02000043,2023,43,2,Denbighshire 002
W02000043,2025,43,3,Denbighshire 002
W02000044,2021,44,1,Denbighshire 003
W02000044,2023,44,2,Denbighshire 003
W02000044,2025,44,3,Denbighshire 003
W02000045,2021,45,1,Denbighshire 004
W02000045,2023,45,2,Denbighshire 004
W02000045,2025,45,3,Denbighshire 004
W02000047,2021,46,1,Denbighshire 006
W02000047,2023,46,2,Denbighshire 006
W02000047,2025,46,3,Denbighshire 006
W02000049,2021,47,1,Denbighshire 008
W02000049,2023,47,2,Denbighshire 008
W02000049,2025,47,3,Denbighshire 008
W02000050,2021,48,1,Denbighshire 009
W02000050,2023,48,2,Denbighshire 009
W02000050,2025,48,3,Denbighshire 009
W02000051,2021,49,1,Denbighshire 010
W02000051,2023,49,2,Denbighshire 010
W02000051,2025,49,3,Denbighshire 010
W02000052,2021,50,1,Denbighshire 011
W02000052,2023,50,2,Denbighshire 011
W02000052,2025,50,3,Denbighshire 011
W02000053,2021,51,1,Denbighshire 012
W02000053,2023,51,2,Denbighshire 012
W02000053,2025,51,3,Denbighshire 012
W02000054,2021,52,1,Denbighshire 013
W02000054,2023,52,2,Denbighshire 013
W02000054,2025,52,3,Denbighshire 013
W02000055,2021,53,1,Denbighshire 014
W02000055,2023,53,2,Denbighshire 014
W02000055,2025,53,3,Denbighshire 014
W02000056,2021,54,1,Denbighshire 015
W02000056,2023,54,2,Denbighshire 015
W02000056,2025,54,3,Denbighshire 015
W02000057,2021,55,1,Denbighshire 016
W02000057,2023,55,2,Denbighshire 016
W02000057,2025,55,3,Denbighshire 016
W02000058,2021,56,1,Flintshire 001
W02000058,2023,56,2,Flintshire 001
W02000058,2025,56,3,Flintshire 001
W02000059,2021,57,1,Flintshire 002
W02000059,2023,57,2,Flintshire 002
W02000059,2025,57,3,Flintshire 002
W02000060,2021,58,1,Flintshire 003
W02000060,2023,58,2,Flintshire 003
W02000060,2025,58,3,Flintshire 003
W02000061,2021,59,1,Flintshire 004
W02000061,2023,59,2,Flintshire 004
W02000061,2025,59,3,Flintshire 004
W02000062,2021,60,1,Flintshire 005
W02000062,2023,60,2,Flintshire 005
W02000062,2025,60,3,Flintshire 005
W02000063,2021,61,1,Flintshire 006
W02000063,2023,61,2,Flintshire 006
W02000063,2025,61,3,Flintshire 006
W02000064,2021,62,1,Flintshire 007
W02000064,2023,62,2,Flintshire 007
W02000064,2025,62,3,Flintshire 007
W02000065,2021,63,1,Flintshire 008
W02000065,2023,63,2,Flintshire 008
W02000065,2025,63,3,Flintshire 008
W02000066,2021,64,1,Flintshire 009
W02000066,2023,64,2,Flintshire 009
W02000066,2025,64,3,Flintshire 009
W02000067,2021,65,1,Flintshire 010
W02000067,2023,65,2,Flintshire 010
W02000067,2025,65,3,Flintshire 010
W02000068,2021,66,1,Flintshire 011
W02000068,2023,66,2,Flintshire 011
W02000068,2025,66,3,Flintshire 011
W02000069,2021,67,1,Flintshire 012
W02000069,2023,67,2,Flintshire 012
W02000069,2025,67,3,Flintshire 012
W02000070,2021,68,1,Flintshire 013
W02000070,2023,68,2,Flintshire 013
W02000070,2025,68,3,Flintshire 013
W02000071,2021,69,1,Flintshire 014
W02000071,2023,69,2,Flintshire 014
W02000071,2025,69,3,Flintshire 014
W02000072,2021,70,1,Flintshire 015
W02000072,2023,70,2,Flintshire 015
W02000072,2025,70,3,Flintshire 015
W02000073,2021,71,1,Flintshire 016
W02000073,2023,71,2,Flintshire 016
W02000073,2025,71,3,Flintshire 016
W02000074,2021,72,1,Flintshire 017
W02000074,2023,72,2,Flintshire 017
W02000074,2025,72,3,Flintshire 017
W02000075,2021,73,1,Flintshire 018
W02000075,2023,73,2,Flintshire 018
W02000075,2025,73,3,Flintshire 018
W02000076,2021,74,1,Flintshire 019
W02000076,2023,74,2,Flintshire 019
W02000076,2025,74,3,Flintshire 019
W02000077,2021,75,1,Flintshire 020
W02000077,2023,75,2,Flintshire 020
W02000077,2025,75,3,Flintshire 020
W02000080,2021,76,1,Wrexham 003
W02000080,2023,76,2,Wrexham 003
W02000080,2025,76,3,Wrexham 003
W02000081,2021,77,1,Wrexham 004
W02000081,2023,77,2,Wrexham 004
W02000081,2025,77,3,Wrexham 004
W02000082,2021,78,1,Wrexham 005
W02000082,2023,78,2,Wrexham 005
W02000082,2025,78,3,Wrexham 005
W02000083,2021,79,1,Wrexham 006
W02000083,2023,79,2,Wrexham 006
W02000083,2025,79,3,Wrexham 006
W02000085,2021,80,1,Wrexham 008
W02000085,2023,80,2,Wrexham 008
W02000085,2025,80,3,Wrexham 008
W02000087,2021,81,1,Wrexham 010
W02000087,2023,81,2,Wrexham 010
W02000087,2025,81,3,Wrexham 010
W02000088,2021,82,1,Wrexham 011
W02000088,2023,82,2,Wrexham 011
W02000088,2025,82,3,Wrexham 011
W02000089,2021,83,1,Wrexham 012
W02000089,2023,83,2,Wrexham 012
W02000089,2025,83,3,Wrexham 012
W02000090,2021,84,1,Wrexham 013
W02000090,2023,84,2,Wrexham 013
W02000090,2025,84,3,Wrexham 013
W02000091,2021,85,1,Wrexham 014
W02000091,2023,85,2,Wrexham 014
W02000091,2025,85,3,Wrexham 014
W02000092,2021,86,1,Wrexham 015
W02000092,2023,86,2,Wrexham 015
W02000092,2025,86,3,Wrexham 015
W02000093,2021,87,1,Wrexham 016
W02000093,2023,87,2,Wrexham 016
W02000093,2025,87,3,Wrexham 016
W02000094,2021,88,1,Wrexham 017
W02000094,2023,88,2,Wrexham 017
W02000094,2025,88,3,Wrexham 017
W02000095,2021,89,1,Wrexham 018
W02000095,2023,89,2,Wrexham 018
W02000095,2025,89,3,Wrexham 018
W02000096,2021,90,1,Wrexham 019
W02000096,2023,90,2,Wrexham 019
W02000096,2025,90,3,Wrexham 019
W02000097,2021,91,1,Powys 001
W02000097,2023,91,2,Powys 001
W02000097,2025,91,3,Powys 001
W02000098,2021,92,1,Powys 002
W02000098,2023,92,2,Powys 002
W02000098,2025,92,3,Powys 002
W02000099,2021,93,1,Powys 003
W02000099,2023,93,2,Powys 003
W02000099,2025,93,3,Powys 003
W02000100,2021,94,1,Powys 004
W02000100,2023,94,2,Powys 004
W02000100,2025,94,3,Powys 004
W02000101,2021,95,1,Powys 005
W02000101,2023,95,2,Powys 005
W02000101,2025,95,3,Powys 005
W02000102,2021,96,1,Powys 006
W02000102,2023,96,2,Powys 006
W02000102,2025,96,3,Powys 006
W02000103,2021,97,1,Powys 007
W02000103,2023,97,2,Powys 007
W02000103,2025,97,3,Powys 007
W02000104,2021,98,1,Powys 008
W02000104,2023,98,2,Powys 008
W02000104,2025,98,3,Powys 008
W02000105,2021,99,1,Powys 009
W02000105,2023,99,2,Powys 009
W02000105,2025,99,3,Powys 009
W02000106,2021,100,1,Powys 010
W02000106,2023,100,2,Powys 010
W02000106,2025,100,3,Powys 010
W02000107,2021,101,1,Powys 011
W02000107,2023,101,2,Powys 011
W02000107,2025,101,3,Powys 011
W02000108,2021,102,1,Powys 012
W02000108,2023,102,2,Powys 012
W02000108,2025,102,3,Powys 012
W02000109,2021,103,1,Powys 013
W02000109,2023,103,2,Powys 013
W02000109,2025,103,3,Powys 013
W02000110,2021,104,1,Powys 014
W02000110,2023,104,2,Powys 014
W02000110,2025,104,3,Powys 014
W02000111,2021,105,1,Powys 015
W02000111,2023,105,2,Powys 015
W02000111,2025,105,3,Powys 015
W02000113,2021,106,1,Powys 017
W02000113,2023,106,2,Powys 017
W02000113,2025,106,3,Powys 017
W02000114,2021,107,1,Powys 018
W02000114,2023,107,2,Powys 018
W02000114,2025,107,3,Powys 018
W02000116,2021,108,1,Ceredigion 001
W02000116,2023,108,2,Ceredigion 001
W02000116,2025,108,3,Ceredigion 001
W02000117,2021,109,1,Ceredigion 002
W02000117,2023,109,2,Ceredigion 002
W02000117,2025,109,3,Ceredigion 002
W02000118,2021,110,1,Ceredigion 003
W02000118,2023,110,2,Ceredigion 003
W02000118,2025,110,3,Ceredigion 003
W02000120,2021,111,1,Ceredigion 005
W02000120,2023,111,2,Ceredigion 005
W02000120,2025,111,3,Ceredigion 005
W02000122,2021,112,1,Ceredigion 007
W02000122,2023,112,2,Ceredigion 007
W02000122,2025,112,3,Ceredigion 007
W02000123,2021,113,1,Ceredigion 008
W02000123,2023,113,2,Ceredigion 008
W02000123,2025,113,3,Ceredigion 008
W02000124,2021,114,1,Ceredigion 009
W02000124,2023,114,2,Ceredigion 009
W02000124,2025,114,3,Ceredigion 009
W02000125,2021,115,1,Ceredigion 010
W02000125,2023,115,2,Ceredigion 010
W02000125,2025,115,3,Ceredigion 010
W02000126,2021,116,1,Pembrokeshire 001
W02000126,2023,116,2,Pembrokeshire 001
W02000126,2025,116,3,Pembrokeshire 001
W02000127,2021,117,1,Pembrokeshire 002
W02000127,2023,117,2,Pembrokeshire 002
W02000127,2025,117,3,Pembrokeshire 002
W02000128,2021,118,1,Pembrokeshire 003
W02000128,2023,118,2,Pembrokeshire 003
W02000128,2025,118,3,Pembrokeshire 003
W02000129,2021,119,1,Pembrokeshire 004
W02000129,2023,119,2,Pembrokeshire 004
W02000129,2025,119,3,Pembrokeshire 004
W02000130,2021,120,1,Pembrokeshire 005
W02000130,2023,120,2,Pembrokeshire 005
W02000130,2025,120,3,Pembrokeshire 005
W02000131,2021,121,1,Pembrokeshire 006
W02000131,2023,121,2,Pembrokeshire 006
W02000131,2025,121,3,Pembrokeshire 006
W02000132,2021,122,1,Pembrokeshire 007
W02000132,2023,122,2,Pembrokeshire 007
W02000132,2025,122,3,Pembrokeshire 007
W02000133,2021,123,1,Pembrokeshire 008
W02000133,2023,123,2,Pembrokeshire 008
W02000133,2025,123,3,Pembrokeshire 008
W02000134,2021,124,1,Pembrokeshire 009
W02000134,2023,124,2,Pembrokeshire 009
W02000134,2025,124,3,Pembrokeshire 009
W02000135,2021,125,1,Pembrokeshire 010
W02000135,2023,125,2,Pembrokeshire 010
W02000135,2025,125,3,Pembrokeshire 010
W02000136,2021,126,1,Pembrokeshire 011
W02000136,2023,126,2,Pembrokeshire 011
W02000136,2025,126,3,Pembrokeshire 011
W02000137,2021,127,1,Pembrokeshire 012
W02000137,2023,127,2,Pembrokeshire 012
W02000137,2025,127,3,Pembrokeshire 012
W02000138,2021,128,1,Pembrokeshire 013
W02000138,2023,128,2,Pembrokeshire 013
W02000138,2025,128,3,Pembrokeshire 013
W02000139,2021,129,1,Pembrokeshire 014
W02000139,2023,129,2,Pembrokeshire 014
W02000139,2025,129,3,Pembrokeshire 014
W02000140,2021,130,1,Pembrokeshire 015
W02000140,2023,130,2,Pembrokeshire 015
W02000140,2025,130,3,Pembrokeshire 015
W02000141,2021,131,1,Pembrokeshire 016
W02000141,2023,131,2,Pembrokeshire 016
W02000141,2025,131,3,Pembrokeshire 016
W02000142,2021,132,1,Carmarthenshire 001
W02000142,2023,132,2,Carmarthenshire 001
W02000142,2025,132,3,Carmarthenshire 001
W02000143,2021,133,1,Carmarthenshire 002
W02000143,2023,133,2,Carmarthenshire 002
W02000143,2025,133,3,Carmarthenshire 002
W02000144,2021,134,1,Carmarthenshire 003
W02000144,2023,134,2,Carmarthenshire 003
W02000144,2025,134,3,Carmarthenshire 003
W02000145,2021,135,1,Carmarthenshire 004
W02000145,2023,135,2,Carmarthenshire 004
W02000145,2025,135,3,Carmarthenshire 004
W02000146,2021,136,1,Carmarthenshire 005
W02000146,2023,136,2,Carmarthenshire 005
W02000146,2025,136,3,Carmarthenshire 005
W02000147,2021,137,1,Carmarthenshire 006
W02000147,2023,137,2,Carmarthenshire 006
W02000147,2025,137,3,Carmarthenshire 006
W02000148,2021,138,1,Carmarthenshire 007
W02000148,2023,138,2,Carmarthenshire 007
W02000148,2025,138,3,Carmarthenshire 007
W02000149,2021,139,1,Carmarthenshire 008
W02000149,2023,139,2,Carmarthenshire 008
W02000149,2025,139,3,Carmarthenshire 008
W02000151,2021,140,1,Carmarthenshire 010
W02000151,2023,140,2,Carmarthenshire 010
W02000151,2025,140,3,Carmarthenshire 010
W02000152,2021,141,1,Carmarthenshire 011
W02000152,2023,141,2,Carmarthenshire 011
W02000152,2025,141,3,Carmarthenshire 011
W02000153,2021,142,1,Carmarthenshire 012
W02000153,2023,142,2,Carmarthenshire 012
W02000153,2025,142,3,Carmarthenshire 012
W02000154,2021,143,1,Carmarthenshire 013
W02000154,2023,143,2,Carmarthenshire 013
W02000154,2025,143,3,Carmarthenshire 013
W02000156,2021,144,1,Carmarthenshire 015
W02000156,2023,144,2,Carmarthenshire 015
W02000156,2025,144,3,Carmarthenshire 015
W02000157,2021,145,1,Carmarthenshire 016
W02000157,2023,145,2,Carmarthenshire 016
W02000157,2025,145,3,Carmarthenshire 016
W02000158,2021,146,1,Carmarthenshire 017
W02000158,2023,146,2,Carmarthenshire 017
W02000158,2025,146,3,Carmarthenshire 017
W02000159,2021,147,1,Carmarthenshire 018
W02000159,2023,147,2,Carmarthenshire 018
W02000159,2025,147,3,Carmarthenshire 018
W02000160,2021,148,1,Carmarthenshire 019
W02000160,2023,148,2,Carmarthenshire 019
W02000160,2025,148,3,Carmarthenshire 019
W02000161,2021,149,1,Carmarthenshire 020
W02000161,2023,149,2,Carmarthenshire 020
W02000161,2025,149,3,Carmarthenshire 020
W02000162,2021,150,1,Carmarthenshire 021
W02000162,2023,150,2,Carmarthenshire 021
W02000162,2025,150,3,Carmarthenshire 021
W02000163,2021,151,1,Carmarthenshire 022
W02000163,2023,151,2,Carmarthenshire 022
W02000163,2025,151,3,Carmarthenshire 022
W02000164,2021,152,1,Carmarthenshire 023
W02000164,2023,152,2,Carmarthenshire 023
W02000164,2025,152,3,Carmarthenshire 023
W02000165,2021,153,1,Carmarthenshire 024
W02000165,2023,153,2,Carmarthenshire 024
W02000165,2025,153,3,Carmarthenshire 024
W02000166,2021,154,1,Carmarthenshire 025
W02000166,2023,154,2,Carmarthenshire 025
W02000166,2025,154,3,Carmarthenshire 025
W02000167,2021,155,1,Carmarthenshire 026
W02000167,2023,155,2,Carmarthenshire 026
W02000167,2025,155,3,Carmarthenshire 026
W02000168,2021,156,1,Swansea 001
W02000168,2023,156,2,Swansea 001
W02000168,2025,156,3,Swansea 001
W02000169,2021,157,1,Swansea 002
W02000169,2023,157,2,Swansea 002
W02000169,2025,157,3,Swansea 002
W02000170,2021,158,1,Swansea 003
W02000170,2023,158,2,Swansea 003
W02000170,2025,158,3,Swansea 003
W02000171,2021,159,1,Swansea 004
W02000171,2023,159,2,Swansea 004
W02000171,2025,159,3,Swansea 004
W02000172,2021,160,1,Swansea 005
W02000172,2023,160,2,Swansea 005
W02000172,2025,160,3,Swansea 005
W02000173,2021,161,1,Swansea 006
W02000173,2023,161,2,Swansea 006
W02000173,2025,161,3,Swansea 006
W02000174,2021,162,1,Swansea 007
W02000174,2023,162,2,Swansea 007
W02000174,2025,162,3,Swansea 007
W02000175,2021,163,1,Swansea 008
W02000175,2023,163,2,Swansea 008
W02000175,2025,163,3,Swansea 008
W02000176,2021,164,1,Swansea 009
W02000176,2023,164,2,Swansea 009
W02000176,2025,164,3,Swansea 009
W02000177,2021,165,1,Swansea 010
W02000177,2023,165,2,Swansea 010
W02000177,2025,165,3,Swansea 010
W02000178,2021,166,1,Swansea 011
W02000178,2023,166,2,Swansea 011
W02000178,2025,166,3,Swansea 011
W02000179,2021,167,1,Swansea 012
W02000179,2023,167,2,Swansea 012
W02000179,2025,167,3,Swansea 012
W02000180,2021,168,1,Swansea 013
W02000180,2023,168,2,Swansea 013
W02000180,2025,168,3,Swansea 013
W02000181,2021,169,1,Swansea 014
W02000181,2023,169,2,Swansea 014
W02000181,2025,169,3,Swansea 014
W02000182,2021,170,1,Swansea 015
W02000182,2023,170,2,Swansea 015
W02000182,2025,170,3,Swansea 015
W02000183,2021,171,1,Swansea 016
W02000183,2023,171,2,Swansea 016
W02000183,2025,171,3,Swansea 016
W02000184,2021,172,1,Swansea 017
W02000184,2023,172,2,Swansea 017
W02000184,2025,172,3,Swansea 017
W02000185,2021,173,1,Swansea 018
W02000185,2023,173,2,Swansea 018
W02000185,2025,173,3,Swansea 018
W02000186,2021,174,1,Swansea 019
W02000186,2023,174,2,Swansea 019
W02000186,2025,174,3,Swansea 019
W02000188,2021,175,1,Swansea 021
W02000188,2023,175,2,Swansea 021
W02000188,2025,175,3,Swansea 021
W02000189,2021,176,1,Swansea 022
W02000189,2023,176,2,Swansea 022
W02000189,2025,176,3,Swansea 022
W02000191,2021,177,1,Swansea 024
W02000191,2023,177,2,Swansea 024
W02000191,2025,177,3,Swansea 024
W02000192,2021,178,1,Swansea 025
W02000192,2023,178,2,Swansea 025
W02000192,2025,178,3,Swansea 025
W02000193,2021,179,1,Swansea 026
W02000193,2023,179,2,Swansea 026
W02000193,2025,179,3,Swansea 026
W02000194,2021,180,1,Swansea 027
W02000194,2023,180,2,Swansea 027
W02000194,2025,180,3,Swansea 027
W02000195,2021,181,1,Swansea 028
W02000195,2023,181,2,Swansea 028
W02000195,2025,181,3,Swansea 028
W02000196,2021,182,1,Swansea 029
W02000196,2023,182,2,Swansea 029
W02000196,2025,182,3,Swansea 029
W02000197,2021,183,1,Swansea 030
W02000197,2023,183,2,Swansea 030
W02000197,2025,183,3,Swansea 030
W02000198,2021,184,1,Swansea 031
W02000198,2023,184,2,Swansea 031
W02000198,2025,184,3,Swansea 031
W02000200,2021,185,1,Neath Port Talbot 002
W02000200,2023,185,2,Neath Port Talbot 002
W02000200,2025,185,3,Neath Port Talbot 002
W02000201,2021,186,1,Neath Port Talbot 003
W02000201,2023,186,2,Neath Port Talbot 003
W02000201,2025,186,3,Neath Port Talbot 003
W02000202,2021,187,1,Neath Port Talbot 004
W02000202,2023,187,2,Neath Port Talbot 004
W02000202,2025,187,3,Neath Port Talbot 004
W02000204,2021,188,1,Neath Port Talbot 006
W02000204,2023,188,2,Neath Port Talbot 006
W02000204,2025,188,3,Neath Port Talbot 006
W02000205,2021,189,1,Neath Port Talbot 007
W02000205,2023,189,2,Neath Port Talbot 007
W02000205,2025,189,3,Neath Port Talbot 007
W02000206,2021,190,1,Neath Port Talbot 008
W02000206,2023,190,2,Neath Port Talbot 008
W02000206,2025,190,3,Neath Port Talbot 008
W02000207,2021,191,1,Neath Port Talbot 009
W02000207,2023,191,2,Neath Port Talbot 009
W02000207,2025,191,3,Neath Port Talbot 009
W02000208,2021,192,1,Neath Port Talbot 010
W02000208,2023,192,2,Neath Port Talbot 010
W02000208,2025,192,3,Neath Port Talbot 010
W02000210,2021,193,1,Neath Port Talbot 012
W02000210,2023,193,2,Neath Port Talbot 012
W02000210,2025,193,3,Neath Port Talbot 012
W02000211,2021,194,1,Neath Port Talbot 013
W02000211,2023,194,2,Neath Port Talbot 013
W02000211,2025,194,3,Neath Port Talbot 013
W02000212,2021,195,1,Neath Port Talbot 014
W02000212,2023,195,2,Neath Port Talbot 014
W02000212,2025,195,3,Neath Port Talbot 014
W02000213,2021,196,1,Neath Port Talbot 015
W02000213,2023,196,2,Neath Port Talbot 015
W02000213,2025,196,3,Neath Port Talbot 015
W02000214,2021,197,1,Neath Port Talbot 016
W02000214,2023,197,2,Neath Port Talbot 016
W02000214,2025,197,3,Neath Port Talbot 016
W02000215,2021,198,1,Neath Port Talbot 017
W02000215,2023,198,2,Neath Port Talbot 017
W02000215,2025,198,3,Neath Port Talbot 017
W02000216,2021,199,1,Neath Port Talbot 018
W02000216,2023,199,2,Neath Port Talbot 018
W02000216,2025,199,3,Neath Port Talbot 018
W02000217,2021,200,1,Neath Port Talbot 019
W02000217,2023,200,2,Neath Port Talbot 019
W02000217,2025,200,3,Neath Port Talbot 019
W02000218,2021,201,1,Bridgend 001
W02000218,2023,201,2,Bridgend 001
W02000218,2025,201,3,Bridgend 001
W02000219,2021,202,1,Bridgend 002
W02000219,2023,202,2,Bridgend 002
W02000219,2025,202,3,Bridgend 002
W02000220,2021,203,1,Bridgend 003
W02000220,2023,203,2,Bridgend 003
W02000220,2025,203,3,Bridgend 003
W02000221,2021,204,1,Bridgend 004
W02000221,2023,204,2,Bridgend 004
W02000221,2025,204,3,Bridgend 004
W02000222,2021,205,1,Bridgend 005
W02000222,2023,205,2,Bridgend 005
W02000222,2025,205,3,Bridgend 005
W02000223,2021,206,1,Bridgend 006
W02000223,2023,206,2,Bridgend 006
W02000223,2025,206,3,Bridgend 006
W02000224,2021,207,1,Bridgend 007
W02000224,2023,207,2,Bridgend 007
W02000224,2025,207,3,Bridgend 007
W02000225,2021,208,1,Bridgend 008
W02000225,2023,208,2,Bridgend 008
W02000225,2025,208,3,Bridgend 008
W02000226,2021,209,1,Bridgend 009
W02000226,2023,209,2,Bridgend 009
W02000226,2025,209,3,Bridgend 009
W02000227,2021,210,1,Bridgend 010
W02000227,2023,210,2,Bridgend 010
W02000227,2025,210,3,Bridgend 010
W02000228,2021,211,1,Bridgend 011
W02000228,2023,211,2,Bridgend 011
W02000228,2025,211,3,Bridgend 011
W02000229,2021,212,1,Bridgend 012
W02000229,2023,212,2,Bridgend 012
W02000229,2025,212,3,Bridgend 012
W02000230,2021,213,1,Bridgend 013
W02000230,2023,213,2,Bridgend 013
W02000230,2025,213,3,Bridgend 013
W02000231,2021,214,1,Bridgend 014
W02000231,2023,214,2,Bridgend 014
W02000231,2025,214,3,Bridgend 014
W02000232,2021,215,1,Bridgend 015
W02000232,2023,215,2,Bridgend 015
W02000232,2025,215,3,Bridgend 015
W02000233,2021,216,1,Bridgend 016
W02000233,2023,216,2,Bridgend 016
W02000233,2025,216,3,Bridgend 016
W02000234,2021,217,1,Bridgend 017
W02000234,2023,217,2,Bridgend 017
W02000234,2025,217,3,Bridgend 017
W02000235,2021,218,1,Bridgend 018
W02000235,2023,218,2,Bridgend 018
W02000235,2025,218,3,Bridgend 018
W02000236,2021,219,1,Bridgend 019
W02000236,2023,219,2,Bridgend 019
W02000236,2025,219,3,Bridgend 019
W02000237,2021,220,1,Vale of Glamorgan 001
W02000237,2023,220,2,Vale of Glamorgan 001
W02000237,2025,220,3,Vale of Glamorgan 001
W02000238,2021,221,1,Vale of Glamorgan 002
W02000238,2023,221,2,Vale of Glamorgan 002
W02000238,2025,221,3,Vale of Glamorgan 002
W02000239,2021,222,1,Vale of Glamorgan 003
W02000239,2023,222,2,Vale of Glamorgan 003
W02000239,2025,222,3,Vale of Glamorgan 003
W02000240,2021,223,1,Vale of Glamorgan 004
