area_id,time_id,source_population_year,msoa_name,la_code,la_name,age_band,sex,car_access,pop_count
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,1,0,202
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,1,1,701
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,2,0,166
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,2,1,382
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,2,0,189
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,2,1,498
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,2,0,209
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,2,1,784
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,2,0,230
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,2,1,815
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,2,0,385
W02000003,2021,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,2,1,628
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,1,0,138
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,1,1,384
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,1,0,128
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,1,1,506
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,1,0,194
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,1,1,743
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,1,0,202
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,1,1,782
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,1,0,202
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,1,1,701
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,2,0,166
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,2,1,382
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,2,0,189
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,2,1,498
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,2,0,209
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,2,1,784
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,2,0,230
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,2,1,815
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,2,0,385
W02000003,2023,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,2,1,628
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,1,0,138
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,1,1,384
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,1,0,128
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,1,1,506
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,1,0,194
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,1,1,743
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,1,0,202
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,1,1,782
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,1,0,202
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,1,1,701
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,2,0,166
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,16_24,2,1,382
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,2,0,189
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,25_34,2,1,498
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,2,0,209
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,35_49,2,1,784
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,2,0,230
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,50_64,2,1,815
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,2,0,385
W02000003,2025,2021,Isle of Anglesey 003,W06000001,Isle of Anglesey,65_plus,2,1,628
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,1,0,12
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,1,1,296
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,1,0,14
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,1,1,304
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,1,0,22
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,1,1,501
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,1,0,41
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,1,1,801
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,1,0,63
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,1,1,962
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,2,0,17
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,2,1,286
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,2,0,18
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,2,1,276
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,2,0,23
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,2,1,565
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,2,0,44
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,2,1,851
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,2,0,151
W02000004,2021,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,2,1,992
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,1,0,12
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,1,1,296
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,1,0,14
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,1,1,304
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,1,0,22
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,1,1,501
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,1,0,41
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,1,1,801
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,1,0,63
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,1,1,962
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,2,0,17
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,2,1,286
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,2,0,18
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,2,1,276
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,2,0,23
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,2,1,565
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,2,0,44
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,2,1,851
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,2,0,151
W02000004,2023,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,2,1,992
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,1,0,12
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,1,1,296
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,1,0,14
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,1,1,304
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,1,0,22
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,1,1,501
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,1,0,41
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,1,1,801
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,1,0,63
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,1,1,962
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,2,0,17
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,16_24,2,1,286
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,2,0,18
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,25_34,2,1,276
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,2,0,23
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,35_49,2,1,565
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,2,0,44
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,50_64,2,1,851
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,2,0,151
W02000004,2025,2021,Isle of Anglesey 004,W06000001,Isle of Anglesey,65_plus,2,1,992
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,1,0,18
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,1,1,274
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,1,0,24
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,1,1,300
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,1,0,25
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,1,1,502
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,1,0,55
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,1,1,859
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,1,0,80
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,1,1,1167
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,2,0,16
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,2,1,260
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,2,0,21
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,2,1,290
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,2,0,31
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,2,1,603
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,2,0,57
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,2,1,916
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,2,0,211
W02000005,2021,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,2,1,1219
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,1,0,18
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,1,1,274
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,1,0,24
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,1,1,300
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,1,0,25
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,1,1,502
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,1,0,55
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,1,1,859
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,1,0,80
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,1,1,1167
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,2,0,16
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,2,1,260
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,2,0,21
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,2,1,290
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,2,0,31
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,2,1,603
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,2,0,57
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,2,1,916
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,2,0,211
W02000005,2023,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,65_plus,2,1,1219
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,1,0,18
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,16_24,1,1,274
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,1,0,24
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,25_34,1,1,300
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,1,0,25
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,35_49,1,1,502
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,1,0,55
W02000005,2025,2021,Isle of Anglesey 005,W06000001,Isle of Anglesey,50_64,1,1,859
