area_id,time_id,msoa_name,n,direct_estimate,variance,adj_variance,inla,summer,diff
W02000030,2025,Conwy 004,16,0,0,0.07479202193890655,0.01817813956792764,0.01801609823888113,1.6204132904650698e-4
W02000031,2025,Conwy 005,14,0,0,0.07479202193890655,0.027505357865848953,0.028017643522412473,-5.1228565656352e-4
W02000032,2025,Conwy 006,13,0,0,0.07479202193890655,0.025907397060596943,0.02573622833450251,1.711687260944339e-4
W02000033,2025,Conwy 007,23,0,0,0.07479202193890655,0.03278523693457838,0.033102322853931686,-3.170859193533035e-4
W02000034,2025,Conwy 008,17,0,0,0.07479202193890655,0.031167150455620643,0.02996583533907383,0.0012013151165468118
W02000035,2025,Conwy 009,20,0,0,0.07479202193890655,0.0333421631459831,0.03273261360310021,6.095495428828923e-4
W02000036,2025,Conwy 010,25,0.016406394802594895,2.750716332131954e-4,2.750716332131954e-4,0.019261803366329596,0.018879997787870462,3.818055784591337e-4
W02000037,2025,Conwy 011,13,0,0,0.07479202193890655,0.03384910836659821,0.03450286677845813,-6.537584118599185e-4
W02000038,2025,Conwy 012,20,0,0,0.07479202193890655,0.026738705304877902,0.026573995832125,1.647094727529018e-4
W02000039,2025,Conwy 013,16,0,0,0.07479202193890655,0.028258331580514467,0.028210173736963523,4.8157843550944435e-5
W02000040,2025,Conwy 014,10,0,0,0.07479202193890655,0.031247794195637012,0.031088433769141496,1.5936042649551674e-4
W02000041,2025,Conwy 015,14,0,0,0.07479202193890655,0.02909773187418353,0.02893171519202047,1.6601668216306015e-4
W02000042,2025,Denbighshire 001,21,0.011409903941683026,1.366089420114274e-4,1.366089420114274e-4,0.023572926868547443,0.02426629672685554,-6.933698583080974e-4
W02000043,2025,Denbighshire 002,16,0.05590147431791979,0.0030717987100213,0.0030717987100213,0.024765395008324986,0.025156337239014916,-3.909422306899307e-4
W02000044,2025,Denbighshire 003,15,0.28778703958949137,0.04685027116122833,0.04685027116122833,0.028420988958535166,0.028772112588881738,-3.511236303465719e-4
W02000045,2025,Denbighshire 004,15,0,0,0.07479202193890655,0.025932167608219633,0.025552649969426453,3.795176387931809e-4
W02000047,2025,Denbighshire 006,16,0,0,0.07479202193890655,0.04065354438076324,0.04148928478769745,-8.3574040693421e-4
W02000049,2025,Denbighshire 008,14,0.13333559387388905,0.01517872795562004,0.01517872795562004,0.032265006109601015,0.03373702310938109,-0.0014720169997800778
W02000050,2025,Denbighshire 009,16,0,0,0.07479202193890655,0.030929733249309005,0.030829880062176473,9.985318713253213e-5
W02000051,2025,Denbighshire 010,21,0.015601567958698652,2.51871857794326e-4,2.51871857794326e-4,0.025260891608326667,0.024417411121167198,8.434804871594696e-4
W02000052,2025,Denbighshire 011,13,0.07132945149011996,0.004933998248317695,0.004933998248317695,0.030541419345349843,0.030352322579534297,1.890967658155461e-4
W02000053,2025,Denbighshire 012,16,0.13524819564683765,0.01491187366615745,0.01491187366615745,0.03135282078192792,0.030887313453682386,4.6550732824553534e-4
W02000054,2025,Denbighshire 013,17,0.2025524872712724,0.02347122506149622,0.02347122506149622,0.03010364420739431,0.030195784709985157,-9.214050259084838e-5
W02000055,2025,Denbighshire 014,19,0.22268672778021087,0.021899706850857414,0.021899706850857414,0.031203106618789223,0.03100622358014274,1.968830386464837e-4
W02000056,2025,Denbighshire 015,14,0.19736863784948616,0.027886389918139187,0.027886389918139187,0.03313303056079155,0.03340024167901995,-2.6721111822839566e-4
W02000057,2025,Denbighshire 016,11,0,0,0.07479202193890655,0.02386927791380065,0.024034860884183874,-1.6558297038322262e-4
W02000058,2025,Flintshire 001,20,0.10555151079286637,0.005312599386606862,0.005312599386606862,0.02916459275335537,0.028992644829738727,1.7194792361664366e-4
W02000059,2025,Flintshire 002,16,0,0,0.07479202193890655,0.033660478374479094,0.033140794203013746,5.196841714653483e-4
W02000060,2025,Flintshire 003,15,0,0,0.07479202193890655,0.03566780378461696,0.035057064952053074,6.107388325638854e-4
W02000061,2025,Flintshire 004,18,0.04318272234312543,0.0018739412179948972,0.0018739412179948972,0.036278111499013416,0.0359438774258477,3.342340731657123e-4
W02000062,2025,Flintshire 005,14,0,0,0.07479202193890655,0.03673508940714926,0.03740972796494905,-6.746385577997907e-4
W02000063,2025,Flintshire 006,13,0,0,0.07479202193890655,0.029226293087005556,0.0297944554375307,-5.681623505251442e-4
W02000064,2025,Flintshire 007,17,0,0,0.07479202193890655,0.03833002779100352,0.038989444098197615,-6.594163071940926e-4
W02000065,2025,Flintshire 008,11,0.202974468907828,0.029315689280194582,0.029315689280194582,0.042292927525151076,0.04242383901779859,-1.309114926475105e-4
W02000066,2025,Flintshire 009,16,0,0,0.07479202193890655,0.03523091520594442,0.034875745177244996,3.5517002869942665e-4
W02000067,2025,Flintshire 010,16,0,0,0.07479202193890655,0.038916485379555936,0.039808535923120655,-8.920505435647194e-4
W02000068,2025,Flintshire 011,11,0.3107597068175071,0.03653694367958951,0.03653694367958951,0.034114138099001136,0.03403198204669097,8.215605231016304e-5
W02000069,2025,Flintshire 012,19,0,0,0.07479202193890655,0.0345914592492418,0.0344067227778234,1.8473647141840216e-4
W02000070,2025,Flintshire 013,11,0.2573864883803145,0.04217257592665104,0.04217257592665104,0.03710953617964012,0.03781225789027323,-7.027217106331113e-4
W02000071,2025,Flintshire 014,20,0.019366670161967994,3.9417229861804715e-4,3.9417229861804715e-4,0.031299085458182684,0.03213146236862825,-8.323769104455689e-4
W02000072,2025,Flintshire 015,18,0,0,0.07479202193890655,0.041814736594360316,0.042591506718085294,-7.767701237249777e-4
W02000073,2025,Flintshire 016,16,0,0,0.07479202193890655,0.03213305922677129,0.03224618496918894,-1.1312574241765377e-4
W02000074,2025,Flintshire 017,21,0,0,0.07479202193890655,0.038890130592465065,0.038672117417212,2.1801317525306507e-4
W02000075,2025,Flintshire 018,13,0,0,0.07479202193890655,0.0391985428596713,0.03886503331893981,3.3350954073149003e-4
W02000076,2025,Flintshire 019,10,0,0,0.07479202193890655,0.031060557912198857,0.03106397273532791,-3.4148231290512254e-6
W02000077,2025,Flintshire 020,9,0,0,0.07479202193890655,0.03317408100938129,0.032839831671559336,3.342493378219527e-4
W02000080,2025,Wrexham 003,13,0,0,0.07479202193890655,0.04018225948378547,0.039892639534636704,2.8961994914876443e-4
W02000081,2025,Wrexham 004,17,0,0,0.07479202193890655,0.03908665663993232,0.03856354498777353,5.23111652158792e-4
W02000082,2025,Wrexham 005,16,0.03177502374487386,0.0010432901915048702,0.0010432901915048702,0.04345937817589724,0.04271215695505506,7.472212208421841e-4
W02000083,2025,Wrexham 006,8,0,0,0.07479202193890655,0.03942740382499231,0.039918086029558535,-4.906822045662243e-4
W02000085,2025,Wrexham 008,9,0,0,0.07479202193890655,0.0343841068492536,0.03547059583664741,-0.0010864889873938091
W02000087,2025,Wrexham 010,14,0.18571582270235554,0.016195961556974878,0.016195961556974878,0.042613520391849485,0.04316490047062652,-5.513800787770376e-4
W02000088,2025,Wrexham 011,10,0,0,0.07479202193890655,0.04088069197772229,0.040890019685671006,-9.327707948716957e-6
W02000089,2025,Wrexham 012,8,0,0,0.07479202193890655,0.0433925381727674,0.04330708865377484,8.544951899255859e-5
W02000090,2025,Wrexham 013,14,0,0,0.07479202193890655,0.03529145395346,0.035847353630381815,-5.558996769218158e-4
W02000091,2025,Wrexham 014,13,0.20395852952915317,0.03016063295451389,0.03016063295451389,0.03543220550072007,0.0361094235230545,-6.772180223344262e-4
W02000092,2025,Wrexham 015,8,0,0,0.07479202193890655,0.03401768181677169,0.034238431897754495,-2.2075008098280252e-4
W02000093,2025,Wrexham 016,13,0.03134304309810053,0.00103385242345525,0.00103385242345525,0.03537106882748222,0.035701490450156526,-3.3042162267430536e-4
W02000094,2025,Wrexham 017,10,0,0,0.07479202193890655,0.03368376532614224,0.03357856305071839,1.0520227542385602e-4
W02000095,2025,Wrexham 018,15,0,0,0.07479202193890655,0.030190991529023523,0.03076233985154211,-5.713483225185875e-4
W02000096,2025,Wrexham 019,13,0.3287667418960497,0.035616101470749215,0.035616101470749215,0.030716573456343103,0.030695506333062846,2.1067123280257144e-5
W02000097,2025,Powys 001,25,0,0,0.07479202193890655,0.028662844751649333,0.028165802397566574,4.970423540827593e-4
W02000098,2025,Powys 002,23,0,0,0.07479202193890655,0.03084566941003523,0.029898026138550728,9.47643271484503e-4
W02000099,2025,Powys 003,31,0,0,0.07479202193890655,0.028348771662122314,0.027997640158360374,3.5113150376193947e-4
W02000100,2025,Powys 004,25,0.0446688492451941,0.0011391650827903502,0.0011391650827903502,0.027947814330711977,0.027687834255414018,2.599800752979588e-4
W02000101,2025,Powys 005,26,0,0,0.07479202193890655,0.030357249434268225,0.02944332900515347,9.139204291147562e-4
W02000102,2025,Powys 006,22,0.031084520573306365,9.886611705217463e-4,9.886611705217463e-4,0.031202473113233004,0.030252911086165846,9.495620270671586e-4
W02000103,2025,Powys 007,36,0.05424423383190538,0.001575335907707459,0.001575335907707459,0.031849640892383485,0.031055449740126376,7.941911522571093e-4
W02000104,2025,Powys 008,34,0,0,0.07479202193890655,0.02755794413360061,0.027193546007164268,3.6439812643634245e-4
W02000105,2025,Powys 009,34,0.05788192243470435,0.003102586419849225,0.003102586419849225,0.042327701211932696,0.04088167963425633,0.0014460215776763638
W02000106,2025,Powys 010,37,0.03345615687114829,5.71236060472493e-4,5.71236060472493e-4,0.02771087552333141,0.027104941651264147,6.059338720672616e-4
W02000107,2025,Powys 011,34,0.080041217984629,0.002966004722337675,0.002966004722337675,0.02746019439667235,0.025801358016377684,0.0016588363802946676
W02000108,2025,Powys 012,31,0.056846619024819356,0.0030152424318133798,0.0030152424318133798,0.02598935495647979,0.024815187183095472,0.0011741677733843187
W02000109,2025,Powys 013,35,0.13599677777762986,0.006145184451295579,0.006145184451295579,0.024927855535242627,0.024850041594308328,7.781394093429872e-5
W02000110,2025,Powys 014,30,0.029088940230775864,8.445360075494983e-4,8.445360075494983e-4,0.029029040041485626,0.028044063494694883,9.849765467907431e-4
W02000111,2025,Powys 015,40,0.03669401334704078,0.0013031850067928082,0.0013031850067928082,0.0280403101219588,0.027362269241845233,6.780408801135666e-4
W02000113,2025,Powys 017,36,0.0626057808821755,0.0019612671626281337,0.0019612671626281337,0.03268439893297106,0.03343742739707249,-7.530284641014337e-4
W02000114,2025,Powys 018,34,0.02899635970913261,8.255034589279755e-4,8.255034589279755e-4,0.025748971499514325,0.025143940355152047,6.05031144362278e-4
W02000116,2025,Ceredigion 001,28,0,0,0.07479202193890655,0.03022363960066984,0.02991703375435916,3.0660584631067925e-4
W02000117,2025,Ceredigion 002,33,0.029861764954578433,8.77573821021147e-4,8.77573821021147e-4,0.060050940614536266,0.05948991695352721,5.610236610090538e-4
W02000118,2025,Ceredigion 003,23,0.01994216310294762,4.0942102127646023e-4,4.0942102127646023e-4,0.04136222436042861,0.04074302142783464,6.192029325939666e-4
W02000120,2025,Ceredigion 005,31,0.04072394979529784,0.0016122134420982997,0.0016122134420982997,0.02628641192553138,0.026537752908245473,-2.5134098271409333e-4
W02000122,2025,Ceredigion 007,36,0.07321110912365389,0.0017993028480663897,0.0017993028480663897,0.0260662426265177,0.02614023624937351,-7.399362285580996e-5
W02000123,2025,Ceredigion 008,21,0.0436665538210929,0.001191101649431256,0.001191101649431256,0.029975263135597976,0.029926186358226994,4.907677737098215e-5
W02000124,2025,Ceredigion 009,27,0,0,0.07479202193890655,0.02359208934145899,0.022924230604434905,6.678587370240845e-4
W02000125,2025,Ceredigion 010,37,0.011724876619354988,1.3964781827584735e-4,1.3964781827584735e-4,0.024264989500031375,0.02395569052775894,3.092989722724357e-4
W02000126,2025,Pembrokeshire 001,18,0.06796726379345756,0.004343709877005913,0.004343709877005913,0.03106985661523674,0.030619143543947656,4.5071307128908417e-4
W02000127,2025,Pembrokeshire 002,14,0,0,0.07479202193890655,0.0259505915163764,0.025601559724002704,3.490317923736941e-4
W02000128,2025,Pembrokeshire 003,14,0,0,0.07479202193890655,0.03019710762414844,0.029566188805946105,6.309188182023334e-4
W02000129,2025,Pembrokeshire 004,16,0.25399211810864486,0.027900550089231764,0.027900550089231764,0.031322872415481706,0.03111943907969027,2.0343333579143572e-4
W02000130,2025,Pembrokeshire 005,16,0.0981238857956411,0.004815320179741089,0.004815320179741089,0.03933963522398293,0.03927945154126939,6.018368271353686e-5
W02000131,2025,Pembrokeshire 006,13,0,0,0.07479202193890655,0.03402544310762831,0.03509187866213102,-0.0010664355545027052
W02000132,2025,Pembrokeshire 007,10,0,0,0.07479202193890655,0.030315190026226173,0.03004905120970484,2.661388165213323e-4
W02000133,2025,Pembrokeshire 008,14,0.2724134013050462,0.01967425000089351,0.01967425000089351,0.029421713178674334,0.029228457040797615,1.9325613787671975e-4
W02000134,2025,Pembrokeshire 009,19,0.04305623597406316,0.0018247140711127338,0.0018247140711127338,0.03212869662304899,0.03314042523384425,-0.001011728610795258
W02000135,2025,Pembrokeshire 010,16,0,0,0.07479202193890655,0.032393923554903954,0.03205238657975732,3.415369751466335e-4
W02000136,2025,Pembrokeshire 011,24,0.03483827032711878,6.446620506612663e-4,6.446620506612663e-4,0.023673790663598187,0.02444197774633796,-7.681870827397734e-4
W02000137,2025,Pembrokeshire 012,13,0.05836942389591046,0.0033639876188835834,0.0033639876188835834,0.03637766136362827,0.03682301321843191,-4.4535185480364115e-4
W02000138,2025,Pembrokeshire 013,13,0,0,0.07479202193890655,0.03799488897111606,0.03868510790621485,-6.902189350987895e-4
W02000139,2025,Pembrokeshire 014,20,0.040022436740227076,0.001605156898299298,0.001605156898299298,0.02731881348279977,0.02784059184221088,-5.21778359411109e-4
W02000140,2025,Pembrokeshire 015,14,0,0,0.07479202193890655,0.03279003305008799,0.033307462309042794,-5.174292589548019e-4
W02000141,2025,Pembrokeshire 016,16,0,0,0.07479202193890655,0.019384226344006515,0.018839555163925582,5.446711800809328e-4
W02000142,2025,Carmarthenshire 001,9,0.08133704743903515,0.006478293857657653,0.006478293857657653,0.03090784487847277,0.031164934659382547,-2.5708978090977636e-4
W02000143,2025,Carmarthenshire 002,7,0,0,0.07479202193890655,0.02831759085331942,0.027123877933212692,0.0011937129201067265
W02000144,2025,Carmarthenshire 003,18,0,0,0.07479202193890655,0.02808573717939552,0.027640723226452734,4.4501395294278476e-4
W02000145,2025,Carmarthenshire 004,15,0,0,0.07479202193890655,0.027955025521308824,0.027874457541625063,8.056797968376134e-5
W02000146,2025,Carmarthenshire 005,10,0,0,0.07479202193890655,0.03138926634562886,0.030383347228676666,0.001005919116952192
W02000147,2025,Carmarthenshire 006,12,0.04374435846709626,0.0019387817950039681,0.0019387817950039681,0.04030560138384755,0.040254202429346596,5.139895450095161e-5
W02000148,2025,Carmarthenshire 007,11,0.08663419520279785,0.007103991415215202,0.007103991415215202,0.03632244813747766,0.03577419718749622,5.482509499814409e-4
W02000149,2025,Carmarthenshire 008,15,0,0,0.07479202193890655,0.023131001545117744,0.02214232642792332,9.886751171944257e-4
W02000151,2025,Carmarthenshire 010,12,0,0,0.07479202193890655,0.03368311192190476,0.03289788615455968,7.852257673450838e-4
W02000152,2025,Carmarthenshire 011,11,0.08807098372747282,0.007383519926911046,0.007383519926911046,0.030350000562340333,0.030181269719594957,1.6873084274537584e-4
W02000153,2025,Carmarthenshire 012,11,0,0,0.07479202193890655,0.030546638099224276,0.030982524831411864,-4.3588673218758825e-4
W02000154,2025,Carmarthenshire 013,13,0.033453812880093116,0.0011583450866985581,0.0011583450866985581,0.032087523690139376,0.03147242790597836,6.150957841610169e-4
W02000156,2025,Carmarthenshire 015,7,0,0,0.07479202193890655,0.0376961572284974,0.0363028453243855,0.0013933119041119046
W02000157,2025,Carmarthenshire 016,10,0,0,0.07479202193890655,0.03629601422666416,0.03608795504112509,2.080591855390737e-4
W02000158,2025,Carmarthenshire 017,10,0.11995782437877213,0.012986315187627282,0.012986315187627282,0.038850878119032976,0.03853643754677714,3.144405722558391e-4
W02000159,2025,Carmarthenshire 018,9,0.11541527583403557,0.01228904418486651,0.01228904418486651,0.031719594342497257,0.03175199639765712,-3.240205515986361e-5
W02000160,2025,Carmarthenshire 019,6,0,0,0.07479202193890655,0.03199683173264407,0.030880810309666853,0.001116021422977214
W02000161,2025,Carmarthenshire 020,8,0,0,0.07479202193890655,0.035973803504081234,0.03513078339742343,8.430201066578005e-4
W02000162,2025,Carmarthenshire 021,5,0,0,0.07479202193890655,0.026645889699514567,0.026460319712411588,1.8556998710297923e-4
W02000163,2025,Carmarthenshire 022,12,0.04995194940408503,0.002560761373894398,0.002560761373894398,0.04017867585236884,0.03983930523314448,3.3937061922435785e-4
W02000164,2025,Carmarthenshire 023,21,0,0,0.07479202193890655,0.03347249698101912,0.03351032402438071,-3.782704336158932e-5
W02000165,2025,Carmarthenshire 024,5,0,0,0.07479202193890655,0.040025714372006825,0.040099614501744756,-7.390012973793048e-5
W02000166,2025,Carmarthenshire 025,11,0.10945117253822854,0.010986221017845561,0.010986221017845561,0.043357546593772826,0.04210561053121165,0.0012519360625611736
W02000167,2025,Carmarthenshire 026,10,0.07520499352405367,0.005447086941015859,0.005447086941015859,0.03818190627882043,0.038806235848373505,-6.243295695530782e-4
W02000168,2025,Swansea 001,17,0.02275544785005516,5.475670003816087e-4,5.475670003816087e-4,0.03759526283635885,0.03685157212499455,7.43690711364299e-4
W02000169,2025,Swansea 002,17,0.17491384248555408,0.009607214661755466,0.009607214661755466,0.03443209198901247,0.03385005701798449,5.820349710279754e-4
W02000170,2025,Swansea 003,14,0.025451602102028847,6.892009555309017e-4,6.892009555309017e-4,0.035710079805886606,0.035828921876280985,-1.1884207039437877e-4
W02000171,2025,Swansea 004,5,0,0,0.07479202193890655,0.04305689184620342,0.043670509836464026,-6.136179902606065e-4
W02000172,2025,Swansea 005,7,0,0,0.07479202193890655,0.038548408947189104,0.038678647202717124,-1.3023825552802015e-4
W02000173,2025,Swansea 006,7,0.13584555172983476,0.016461669568469697,0.016461669568469697,0.04672172888069578,0.046527870387072505,1.9385849362327234e-4
W02000174,2025,Swansea 007,10,0,0,0.07479202193890655,0.03815202507905461,0.038247982682902845,-9.595760384823598e-5
W02000175,2025,Swansea 008,6,0,0,0.07479202193890655,0.038480424204172456,0.03884975187249234,-3.6932766831988123e-4
W02000176,2025,Swansea 009,8,0,0,0.07479202193890655,0.03277679256671623,0.03447440172855519,-0.0016976091618389616
W02000177,2025,Swansea 010,6,0,0,0.07479202193890655,0.04235465405287641,0.04206143777877832,2.9321627409809037e-4
W02000178,2025,Swansea 011,10,0,0,0.07479202193890655,0.044458683562023704,0.04536376295086154,-9.050793888378331e-4
W02000179,2025,Swansea 012,14,0,0,0.07479202193890655,0.03500264378284063,0.03506598235059759,-6.333856775695562e-5
W02000180,2025,Swansea 013,9,0,0,0.07479202193890655,0.04203221405055998,0.04359115414616611,-0.001558940095606129
W02000181,2025,Swansea 014,8,0,0,0.07479202193890655,0.03757542065075807,0.037740501503986626,-1.6508085322855526e-4
W02000182,2025,Swansea 015,10,0,0,0.07479202193890655,0.045385989655484946,0.046654975547750166,-0.0012689858922652203
W02000183,2025,Swansea 016,9,0,0,0.07479202193890655,0.04634476467651095,0.0475688086625892,-0.0012240439860782548
W02000184,2025,Swansea 017,16,0.023253688648241382,5.65498030432949e-4,5.65498030432949e-4,0.03492706668611512,0.0356647417652168,-7.376750791016767e-4
W02000185,2025,Swansea 018,6,0,0,0.07479202193890655,0.029394039700740008,0.029987243413042788,-5.932037123027797e-4
W02000186,2025,Swansea 019,11,0,0,0.07479202193890655,0.04529968516199868,0.045246428982239385,5.325617975929231e-5
W02000188,2025,Swansea 021,6,0,0,0.07479202193890655,0.04276385357879369,0.04266965936780565,9.419421098803837e-5
W02000189,2025,Swansea 022,15,0.045245800415916214,0.0020724102485816503,0.0020724102485816503,0.03278946468369059,0.03254969824929865,2.397664343919345e-4
W02000191,2025,Swansea 024,10,0,0,0.07479202193890655,0.05915774983326442,0.06034351709138532,-0.0011857672581209039
W02000192,2025,Swansea 025,17,0,0,0.07479202193890655,0.044285459105973785,0.04512555623685653,-8.400971308827471e-4
W02000193,2025,Swansea 026,14,0,0,0.07479202193890655,0.07468148631697656,0.07622616658367884,-0.001544680266702278
W02000194,2025,Swansea 027,14,0.057861618671069794,0.0034155876022569248,0.0034155876022569248,0.042395592766532764,0.04248800956530375,-9.24167987709848e-5
W02000195,2025,Swansea 028,11,0,0,0.07479202193890655,0.021291579640365467,0.021187005187051113,1.0457445331435444e-4
W02000196,2025,Swansea 029,10,0.06431353158070455,0.0041851053588100266,0.0041851053588100266,0.028112047906702565,0.02812229692982566,-1.0249023123094086e-5
W02000197,2025,Swansea 030,8,0,0,0.07479202193890655,0.022096956337144855,0.02169032539367157,4.066309434732837e-4
W02000198,2025,Swansea 031,10,0,0,0.07479202193890655,0.02477504536653199,0.024749899347318645,2.5146019213346388e-5
W02000200,2025,Neath Port Talbot 002,11,0,0,0.07479202193890655,0.032385229114308,0.032454656558735806,-6.942744442780396e-5
W02000201,2025,Neath Port Talbot 003,16,0,0,0.07479202193890655,0.030622029712806413,0.029247901433819886,0.001374128278986527
W02000202,2025,Neath Port Talbot 004,9,0,0,0.07479202193890655,0.03658878850221501,0.03595087684423365,6.379116579813618e-4
W02000204,2025,Neath Port Talbot 006,4,0,0,0.07479202193890655,0.032443595016777495,0.032255887313720984,1.8770770305651108e-4
W02000205,2025,Neath Port Talbot 007,11,0,0,0.07479202193890655,0.029644625719283578,0.029458410834047707,1.8621488523587124e-4
W02000206,2025,Neath Port Talbot 008,18,0,0,0.07479202193890655,0.02940194593133722,0.02914937535438584,2.525705769513831e-4
W02000207,2025,Neath Port Talbot 009,14,0,0,0.07479202193890655,0.03357614045638018,0.033295927436119366,2.8021302026081524e-4
W02000208,2025,Neath Port Talbot 010,9,0,0,0.07479202193890655,0.05315139014388236,0.053858994175691455,-7.076040318090976e-4
W02000210,2025,Neath Port Talbot 012,8,0,0,0.07479202193890655,0.04167700687788549,0.04193805797679653,-2.610510989110443e-4
W02000211,2025,Neath Port Talbot 013,10,0.08879655252184405,0.00780270651726559,0.00780270651726559,0.03538037178707029,0.03497588933102196,4.044824560483287e-4
W02000212,2025,Neath Port Talbot 014,11,0.2655819659314653,0.04299357300009459,0.04299357300009459,0.03778212690257556,0.03671589469794203,0.0010662322046335326
W02000213,2025,Neath Port Talbot 015,11,0,0,0.07479202193890655,0.03562786070560045,0.035134494820163356,4.933658854370943e-4
W02000214,2025,Neath Port Talbot 016,16,0,0,0.07479202193890655,0.03854751238663593,0.03842503201669994,1.2248036993599276e-4
W02000215,2025,Neath Port Talbot 017,17,0,0,0.07479202193890655,0.03996440916644428,0.039109261464640506,8.551477018037754e-4
W02000216,2025,Neath Port Talbot 018,13,0,0,0.07479202193890655,0.03560579573571559,0.03539375204123299,2.1204369448259847e-4
W02000217,2025,Neath Port Talbot 019,16,0,0,0.07479202193890655,0.03798814061533829,0.03740148373651535,5.866568788229429e-4
W02000218,2025,Bridgend 001,11,0.10910048097014553,0.010757873208779871,0.010757873208779871,0.03681791864132357,0.03570256135535375,0.0011153572859698216
W02000219,2025,Bridgend 002,12,0,0,0.07479202193890655,0.0358179358151397,0.03419660754095925,0.0016213282741804544
W02000220,2025,Bridgend 003,15,0,0,0.07479202193890655,0.03770394485325948,0.036653753888990184,0.0010501909642692958
W02000221,2025,Bridgend 004,12,0,0,0.07479202193890655,0.04016507440262681,0.039431686995055726,7.333874075710831e-4
W02000222,2025,Bridgend 005,15,0.092350063637613,0.007874101375255512,0.007874101375255512,0.033210293408431055,0.032232221377261595,9.780720311694593e-4
W02000223,2025,Bridgend 006,17,0,0,0.07479202193890655,0.03951505144850007,0.037954858552190565,0.0015601928963095077
