area_id,msoa_name,time_id,n,direct_estimate,variance,fh_estimate,fh_variance,fh_lower,fh_upper,fh_ci_width
W02000052,Denbighshire 011,2021,6,0.12311978967183251,0.01410254943464735,0.09817011379093775,0.0015172860656049133,0.021947953539003487,0.17494535365546482,0.15299740011646135
W02000053,Denbighshire 012,2021,5,0,0,0.07338648139184184,0.0012262506763750694,0.004632497884580297,0.14213124157280915,0.13749874368822884
W02000054,Denbighshire 013,2021,7,0.2460556360699084,0.03068042426516305,0.11561524066518905,0.0017591467554586434,0.034426505545136155,0.19928871115132596,0.1648622056061898
W02000055,Denbighshire 014,2021,8,0,0,0.09727197197838544,0.0019046733651207643,0.012106607117638585,0.18366122635474919,0.1715546192371106
W02000056,Denbighshire 015,2021,5,0,0,0.04355637231680869,5.007039688085164e-4,-4.530898345318224e-4,0.08731768753424737,0.0877707773687792
W02000057,Denbighshire 016,2021,8,0,0,0.10112886085293059,0.001642022824643808,0.02214312677363496,0.18142204623274555,0.1592789194591106
W02000058,Flintshire 001,2021,4,0,0,0.1007924728569735,0.0017386748928235973,0.019776244522755587,0.18361863987694255,0.16384239535418696
W02000059,Flintshire 002,2021,4,0,0,0.09362258940114054,0.0015582222406484191,0.016502801328763153,0.17158482499171052,0.15508202366294738
W02000060,Flintshire 003,2021,9,0,0,0.09931258879454723,0.0017474307560105817,0.017676587970906252,0.18193349352408578,0.1642569055531795
W02000061,Flintshire 004,2021,8,0.07092279883856752,0.00507441700753664,0.08820613304879023,0.0010202084963342975,0.02549620000818599,0.15083391372335003,0.12533771371516406
W02000062,Flintshire 005,2021,15,0.3169497019631973,0.03389740936116187,0.11284403149956516,0.0018194908393535415,0.030243197618111006,0.1978438497453995,0.1676006521272885
W02000063,Flintshire 006,2021,5,0.5807428473912614,0.05782561005534034,0.07517417125289268,0.0010726134512310213,0.010862987843207994,0.1394208214471373,0.1285578336039293
W02000064,Flintshire 007,2021,4,0.3400236493834109,0.05794456959511587,0.11001930637589992,0.0020305623817149475,0.02217195441854021,0.1992584022076137,0.1770864477890735
W02000065,Flintshire 008,2021,7,0,0,0.09249343852657214,0.0016417706639666617,0.01324689883982054,0.17238720222030943,0.1591403033804889
W02000066,Flintshire 009,2021,8,0.05669483832587613,0.00358898375455876,0.08527631865149048,0.0011346108419385372,0.0191513615986387,0.15134758559684613,0.13219622399820743
W02000067,Flintshire 010,2021,8,0.2165076563383515,0.023910887603942,0.10793922781818913,0.0014047943646429157,0.03497683209548935,0.18213887497929904,0.14716204288380969
W02000068,Flintshire 011,2021,7,0.388625349074746,0.04441879481131547,0.056685357055805886,6.926200524977975e-4,0.004941881772635118,0.10818299826559202,0.1032411164929569
W02000069,Flintshire 012,2021,9,0,0,0.09181311155139563,0.001288995044087679,0.021560448071756444,0.1625403562771002,0.14097990820534376
W02000070,Flintshire 013,2021,8,0.10612560517590662,0.01087587462463244,0.046742233954777695,4.8792940905327325e-4,0.0033252459958028682,0.08996645416728619,0.08664120817148332
W02000071,Flintshire 014,2021,6,0,0,0.0879958668967417,0.0018330510167100824,0.004367809529430555,0.17265749978778955,0.168289690258359
W02000072,Flintshire 015,2021,9,0.07883294023049847,0.00604652123950761,0.08300531279300005,0.00103395764704406,0.019936012860809205,0.1461321678114374,0.1261961549506282
W02000073,Flintshire 016,2021,4,0.3926370913326062,0.0789895722137904,0.09958324800162009,0.001964331345445504,0.012928768994799056,0.1872340291514124,0.17430526015661335
W02000074,Flintshire 017,2021,5,0.22049183312206763,0.03890169151227537,0.11073459930490215,0.0017008866469379756,0.03060325379683594,0.19266759034260128,0.16206433654576535
W02000075,Flintshire 018,2021,7,0.13035296866652085,0.01549209059202033,0.07901090581594379,0.001206174167005837,0.010889708291444797,0.14724720292944693,0.13635749463800212
W02000076,Flintshire 019,2021,4,0,0,0.0940417310780735,0.001766504711682621,0.012144421891521096,0.17738288894405208,0.16523846705253098
W02000077,Flintshire 020,2021,3,0,0,0.06307525956210391,0.001451143658759549,-0.011941696511030858,0.13771542344944185,0.1496571199604727
W02000080,Wrexham 003,2021,10,0,0,0.09648744565268982,0.0019971546157764725,0.009314897470729708,0.18499205647294625,0.17567715900221653
W02000081,Wrexham 004,2021,3,0.17424834112776175,0.03161566763902536,0.0742915485283534,0.0010595743784766254,0.010314996804356144,0.13806945113167113,0.12775445432731497
W02000082,Wrexham 005,2021,10,0.12777937306999088,0.01477241987858861,0.11187719065205214,0.0017820533719046672,0.02977626728321195,0.1956283480471565,0.16585208076394456
W02000083,Wrexham 006,2021,5,0.2202932512168121,0.03776561057965603,0.09813619813512586,0.0018656370371818254,0.014030618011633564,0.1838574574540254,0.16982683944239185
W02000085,Wrexham 008,2021,7,0,0,0.0872721763718142,0.0021559732438856715,-0.003992260862169,0.17858042870057353,0.18257268956274253
W02000087,Wrexham 010,2021,9,0,0,0.11155021244334659,0.002087906829659347,0.02174960635009121,0.20130903974947933,0.17955943339938812
W02000088,Wrexham 011,2021,8,0,0,0.10308590188179702,0.0016597163176042312,0.023316137429825495,0.18337432997631706,0.16005819254649156
W02000089,Wrexham 012,2021,6,0.2936482507535497,0.03862842705470457,0.07018943275222034,9.180793554253632e-4,0.01046237768985235,0.1293424835070529,0.11888010581720056
W02000090,Wrexham 013,2021,3,0,0,0.07860238582502285,0.0019345948791606928,-0.007677260761284901,0.16535365787255724,0.17303091863384212
W02000091,Wrexham 014,2021,9,0,0,0.08083781272325462,0.0013443978567893788,0.008978087136808297,0.15294606130745925,0.14396797417065094
W02000092,Wrexham 015,2021,4,0,0,0.09553801971504469,0.001912275361982496,0.010064886989216149,0.18199503414138932,0.17193014715217317
W02000093,Wrexham 016,2021,5,0,0,0.08316954326187931,0.0019321797236701995,-0.0030567585540307723,0.16986159920050808,0.17291835775453884
W02000094,Wrexham 017,2021,4,0.21678352818019048,0.04002218830936517,0.10567224737273923,0.00186138522568312,0.021596045622714097,0.19121433124197895,0.16961828561926484
W02000095,Wrexham 018,2021,4,0,0,0.10125327071606514,0.0019684225825770123,0.014678279388531446,0.18908250108194652,0.17440422169341507
W02000096,Wrexham 019,2021,4,0.2284921390218744,0.04719399962669436,0.10524871863463953,0.001803385912527676,0.022856890208381622,0.1897843787970211,0.16692748858863948
W02000097,Powys 001,2021,14,0.09544433940052938,0.00456611416643002,0.07636173900693415,7.982319752290511e-4,0.02087395748494017,0.1317352461916123,0.11086128870667214
W02000098,Powys 002,2021,13,0.1396089447123203,0.01577833622180705,0.10395641972107644,0.0011667868445747762,0.037206390174734594,0.17129635510167823,0.13408996492694364
W02000099,Powys 003,2021,15,0.18947225976330812,0.01591104740415212,0.14173436337983658,0.0016285120934619384,0.06353224276798988,0.22200030842247037,0.1584680656544805
W02000100,Powys 004,2021,32,0.30084786128152663,0.00830158794306465,0.03846361608855976,2.7109123668760007e-4,0.006119337439833804,0.07069367477285214,0.06457433733301834
W02000101,Powys 005,2021,19,0,0,0.10266264527177338,0.0014052486857372357,0.029460420014163893,0.17667835644546714,0.14721793643130326
W02000102,Powys 006,2021,16,0.02711225174705767,7.801651154317132e-4,0.05391115608528863,5.146357130195876e-4,0.0093029853234644,0.09828945298978702,0.08898646766632262
W02000103,Powys 007,2021,14,0.187231220486261,0.01082193626267944,0.11599879406155356,0.001168327306173786,0.049380693503125406,0.1835625013636365,0.1341818078605111
W02000104,Powys 008,2021,13,0.23218260438122432,0.01430912483758249,0.12358267404520269,0.001242557501489149,0.05488650630385017,0.19326087570259792,0.13837436939874775
W02000105,Powys 009,2021,15,0.06604678770346228,0.00420809146373214,0.1091146776300825,0.001104640150321393,0.04402472975204903,0.1744609367764505,0.13043620702440145
W02000106,Powys 010,2021,13,0.04418643323889526,0.00196485453236236,0.09479895082755982,8.372533866617163e-4,0.038071242847146906,0.15162269401186967,0.11355145116472276
W02000107,Powys 011,2021,20,0.09419578553554664,0.00457976452741175,0.12300639750208754,0.0010203637868005293,0.06070878017029792,0.18608567741590992,0.12537689724561202
W02000108,Powys 012,2021,17,0.13071439914755056,0.00880585338095505,0.10776348064789322,0.0010989367544831912,0.04288260774609379,0.1730135662043163,0.1301309584582225
W02000109,Powys 013,2021,19,0.04606357820323005,0.00115671687406302,0.09879800715072688,6.720427346480293e-4,0.04793305207387381,0.14963220762910845,0.10169915555523465
W02000110,Powys 014,2021,25,0.07649586349486223,0.0031622018401281,0.11466905106557243,0.001005098710342687,0.05264000211285188,0.17707997333009037,0.12443997121723849
W02000111,Powys 015,2021,13,0.34563781929446286,0.02651960369840405,0.13060293750332347,0.0013143392940527072,0.060090045230283703,0.2024548469145298,0.1423648016842461
W02000113,Powys 017,2021,13,0.0333264045456834,0.00114665466007505,0.07808892036951058,6.661363145587396e-4,0.02737139539841668,0.12862089674888155,0.10124950135046487
W02000114,Powys 018,2021,18,0.1058660636516851,0.0039952661471837,0.11996684677255871,0.0011004168548409392,0.05522221902730369,0.18544515825493807,0.1302229392276344
W02000116,Ceredigion 001,2021,6,0,0,0.0410807089864111,4.372598818991402e-4,-3.506552521050088e-5,0.08198088723594349,0.08201595276115399
W02000117,Ceredigion 002,2021,8,0,0,0.1517444078521706,0.0018028254149083688,0.06826242027870871,0.23485197302333405,0.16658955274462534
W02000118,Ceredigion 003,2021,11,0,0,0.12785081993543465,0.001701953196071613,0.047243338338234686,0.2093181589207218,0.16207482058248712
W02000120,Ceredigion 005,2021,6,0,0,0.11929512516890944,0.0016338558190333236,0.040564551152104944,0.19938281138790012,0.15881826023579518
W02000122,Ceredigion 007,2021,11,0,0,0.11205027464952877,0.001201909847210157,0.04415224690208945,0.18024943276214284,0.13609718586005337
W02000123,Ceredigion 008,2021,5,0.13408260985062156,0.01713986999890884,0.1305730832314902,0.0015902424426358364,0.05319823468355542,0.2098992163844564,0.156700981700901
W02000124,Ceredigion 009,2021,10,0,0,0.09570522750410093,0.00112235800424142,0.029924689802074605,0.16142998218107754,0.13150529237900294
W02000125,Ceredigion 010,2021,12,0.21917961940435535,0.02239875888291658,0.12096455450103376,0.0013674001936016917,0.04893116740220872,0.19415606437073923,0.14522489696853053
W02000126,Pembrokeshire 001,2021,6,0,0,0.12538018419781874,0.0018170922221754787,0.042787403065062776,0.2103552373961251,0.16756783433106232
W02000127,Pembrokeshire 002,2021,15,0,0,0.10776106674317486,0.001913165270518243,0.022447986391554015,0.194416930303679,0.17196894391212497
W02000128,Pembrokeshire 003,2021,9,0.05785220874888427,0.0024423752881622,0.052345559362870546,4.065350386399436e-4,0.012732380339825496,0.09181336027354398,0.07908097993371849
W02000129,Pembrokeshire 004,2021,6,0,0,0.0880659828928541,0.0012719656262015265,0.0181423823715606,0.1581854000932185,0.1400430177216579
W02000130,Pembrokeshire 005,2021,10,0.0218462097672741,5.505489771829779e-4,0.046708754675479726,4.234212053985408e-4,0.006268965657517084,0.08697559864476093,0.08070663298724384
W02000131,Pembrokeshire 006,2021,14,0,0,0.10286740635387946,0.0018066081587717298,0.020091215229342443,0.18712011655909538,0.16702890132975295
W02000132,Pembrokeshire 007,2021,6,0,0,0.09438456821173792,0.0020069304515762665,0.006557019198124001,0.18274622818305225,0.17618920898492824
W02000133,Pembrokeshire 008,2021,10,0.41283899813086133,0.04757877286985046,0.1243649825591102,0.0019106432628999276,0.0399339868394817,0.21172950767699908,0.17179552083751737
W02000134,Pembrokeshire 009,2021,10,0.35622973532524743,0.0621289595695766,0.11481545328987401,0.0018256621330400725,0.03198612480746399,0.19983790717016914,0.16785178236270515
W02000135,Pembrokeshire 010,2021,10,0,0,0.10862699146785666,0.0016701761672490887,0.0289143690579894,0.18944885985691712,0.16053449079892773
W02000136,Pembrokeshire 011,2021,15,0,0,0.0868805052015116,0.00115733401562542,0.020142682323349315,0.15367806223601405,0.13353537991266473
W02000137,Pembrokeshire 012,2021,15,0.05001729164591482,0.002476362984288,0.07769717021546571,9.298005001676092e-4,0.017820159117723215,0.13746621920847787,0.11964606009075465
W02000138,Pembrokeshire 013,2021,12,0,0,0.09481085800808035,0.0019511263168709833,0.0081927368186797,0.18179617063205245,0.17360343381337273
W02000139,Pembrokeshire 014,2021,11,0,0,0.10776524956440511,0.0020403164877196584,0.019813242668724418,0.1973549191105106,0.17754167644178617
W02000140,Pembrokeshire 015,2021,9,0.14526186177297862,0.01480410744747963,0.10840907651036445,0.0017112432214654407,0.027519356457858163,0.1900317693128486,0.16251241285499043
W02000141,Pembrokeshire 016,2021,10,0,0,0.06185305863964851,8.094500164334382e-4,0.005859076396124346,0.11747249719369052,0.11161342079756617
W02000142,Carmarthenshire 001,2021,9,0.13704682389226022,0.01606175013541019,0.10151846157637252,0.0014257749732817238,0.027669039075302188,0.17601278793191455,0.14834374885661236
W02000143,Carmarthenshire 002,2021,6,0,0,0.10867919578179275,0.001944938092833578,0.022215281449283128,0.19572321653946612,0.17350793509018297
W02000144,Carmarthenshire 003,2021,9,0.09097016580598384,0.00862237090412444,0.08864370704882094,8.659608856576155e-4,0.030807929187148093,0.14628075649219813,0.11547282730505004
W02000145,Carmarthenshire 004,2021,7,0.23456238084119208,0.03797704043668866,0.13147019087195286,0.0017003622619803612,0.05140876900927946,0.21349775345425212,0.16208898444497266
W02000146,Carmarthenshire 005,2021,2,0,0,0.1034067436292418,0.001668406095516453,0.02340631142626795,0.1839823090938839,0.16057599766761596
W02000147,Carmarthenshire 006,2021,7,0,0,0.1082223674753075,0.001838971636068696,0.024515161883006564,0.19313700816785828,0.16862184628485172
W02000148,Carmarthenshire 007,2021,6,0,0,0.11634665430738869,0.0020191323164743796,0.028789384705330434,0.2054468654439655,0.17665748073863508
W02000149,Carmarthenshire 008,2021,6,0.19823795880340647,0.03118803907968298,0.10831793336831799,0.0015601507767323516,0.03093618307287853,0.18606536199560395,0.15512917892272543
W02000151,Carmarthenshire 010,2021,4,0,0,0.11939874370253366,0.0018333462130437838,0.03626507177030393,0.2046579707421784,0.16839289897187448
W02000152,Carmarthenshire 011,2021,8,0.06020085014244122,0.0037736298794235,0.0897910672250165,0.0012061038506135553,0.021647360327747472,0.15802078011968373,0.13637341979193626
W02000153,Carmarthenshire 012,2021,7,0,0,0.10166651844226217,0.0018675137913777649,0.017177527296737174,0.18710624780379675,0.1699287205070596
W02000154,Carmarthenshire 013,2021,8,0.2285910182098281,0.01805950830733252,0.12029394875205607,0.0014734037271263835,0.045482906196998144,0.19626529958485667,0.15078239338785854
W02000156,Carmarthenshire 015,2021,12,0,0,0.08167870069255616,0.0013180078255325617,0.010314785540561006,0.15287789546874153,0.14256310992818053
W02000157,Carmarthenshire 016,2021,4,0,0,0.10043414016269313,0.001438402568650845,0.026198125553363233,0.17518323727203303,0.1489851117186698
W02000158,Carmarthenshire 017,2021,15,0.04756372055979965,0.00224029093699532,0.056018618556656706,5.286716644737913e-4,0.010812910523184838,0.10100350913036389,0.09019059860717905
W02000159,Carmarthenshire 018,2021,9,0.08954296808812531,0.00772963009383915,0.10376264170427696,0.0013835754686964583,0.030937732966005507,0.17702021712488816,0.14608248415888264
W02000160,Carmarthenshire 019,2021,5,0,0,0.10257051426878319,0.0019156605382123699,0.01710769790828419,0.1892154409787836,0.17210774307049942
W02000161,Carmarthenshire 020,2021,11,0.09864675077769616,0.00928749944213018,0.1136293916792673,0.001672648377598585,0.033737572870787144,0.19442176389530097,0.1606841910245138
W02000162,Carmarthenshire 021,2021,11,0.03230184194529271,0.00120239049805652,0.05805200517173841,7.701276067987409e-4,0.0034461666861074353,0.11232064592010993,0.1088744792340025
W02000163,Carmarthenshire 022,2021,12,0.23659184026031504,0.02579313541890911,0.1260137697591978,0.0018055329919288118,0.043232813169710865,0.21018644125157793,0.16695362808186706
W02000164,Carmarthenshire 023,2021,7,0.26102730416474546,0.02976521032347925,0.13053620250030676,0.0014971576150228508,0.05535940416353542,0.207337205796571,0.1519778016330356
W02000165,Carmarthenshire 024,2021,7,0.7492109322523505,0.04213698707853686,0.10471805377138059,0.001159097252217257,0.03793239958859189,0.17156061298402225,0.13362821339543035
W02000166,Carmarthenshire 025,2021,4,0.15612989955161513,0.02693023445625694,0.12360244529948991,0.0018826297477089401,0.03933979949538759,0.20986984703108152,0.17053004753569395
W02000167,Carmarthenshire 026,2021,9,0.33604421260374767,0.04204022748596404,0.15994807499935712,0.001976446571508989,0.07414256074209588,0.24883084431828306,0.17468828357618718
W02000168,Swansea 001,2021,13,0,0,0.10383550548202927,0.00182469180050499,0.020337539917203523,0.1882777945258991,0.16794025460869558
W02000169,Swansea 002,2021,6,0.32726129190546793,0.06176508163109479,0.11991175396083309,0.0016107819693268225,0.042006022020494624,0.19973368753477666,0.15772766551428202
W02000170,Swansea 003,2021,5,0,0,0.11091257782575724,0.001787132513314209,0.02843438235212868,0.19457646587018557,0.16614208351805687
W02000171,Swansea 004,2021,9,0.23017958058915464,0.02603927313980572,0.12197657018857792,0.0018668496497436344,0.0384130707168238,0.20824892842416337,0.16983585770733955
W02000172,Swansea 005,2021,8,0.09428135406700092,0.00865036864405945,0.09755136933179133,0.0016900396463535563,0.016892392805976653,0.17841973654913804,0.16152734374316138
W02000173,Swansea 006,2021,12,0.31339800305349097,0.04472444693261124,0.10762008809135806,0.001779335052221949,0.025403285741713882,0.1911887832989464,0.16578549755723251
W02000174,Swansea 007,2021,13,0.06210812928663949,0.0037572545052504,0.08734290732323872,0.0013069621711012686,0.016442283303818597,0.15838881461122473,0.14194653130740614
W02000175,Swansea 008,2021,3,0,0,0.11296452962807077,0.0020823195259047442,0.02347713559136691,0.20289413110165955,0.17941699551029264
W02000176,Swansea 009,2021,7,0.3415309764087192,0.06091412099118625,0.11564318705428546,0.001837071886430933,0.03226135259473625,0.200734460733282,0.16847310813854574
W02000177,Swansea 010,2021,8,0,0,0.09026985326948103,0.002070239287422194,0.0010112255743039145,0.1799394616872339,0.17892823611293
W02000178,Swansea 011,2021,13,0.10557749277367684,0.00973051594575015,0.1089163943096013,0.0017310906072650102,0.027232124476707337,0.19071277105093803,0.1634806465742307
W02000179,Swansea 012,2021,10,0.08944517479268621,0.00754761580464424,0.05541064715330835,9.324893909950211e-4,-0.004753720632069809,0.1150715634378613,0.11982528406993112
W02000180,Swansea 013,2021,5,0,0,0.09699750277055275,0.0015692120257195345,0.019260482474806717,0.17488024614894926,0.15561976367414254
W02000181,Swansea 014,2021,5,0,0,0.08936191221225892,0.0015126536286550372,0.012940667258995925,0.16568540956724792,0.152744742308252
W02000182,Swansea 015,2021,11,0.03075304023895119,0.00112422444029347,0.04276553977269525,5.580168012340789e-4,-0.003715433611699126,0.08893681719877207,0.0926522508104712
W02000183,Swansea 016,2021,11,0,0,0.11714659355020336,0.001697120793118562,0.03627103674928803,0.19814806073040933,0.1618770239811213
W02000184,Swansea 017,2021,5,0.1945492170053909,0.03330182419997291,0.1155423102539887,0.001715755931376848,0.03475716825403806,0.19752431823764482,0.16276714998360675
W02000185,Swansea 018,2021,12,0,0,0.11071688354831015,0.0020592295590183256,0.022291107236359117,0.20068938346034754,0.1783982762239884
W02000186,Swansea 019,2021,11,0.1650752298991866,0.02123591473622745,0.1318808772060715,0.0017090170382002762,0.051027845855742854,0.21340306935490466,0.1623752234991618
W02000188,Swansea 021,2021,10,0.02512028909033901,6.998130632569989e-4,0.054362833441582194,5.203915257893012e-4,0.00948281700896627,0.09895579753144385,0.08947298052247757
W02000189,Swansea 022,2021,10,0,0,0.12234398406956046,0.0020851428884864948,0.0329764666343457,0.21247393689176483,0.17949747025741913
W02000191,Swansea 024,2021,8,0.3988146059280348,0.04014108920948344,0.1782858127361178,0.0020879174012471483,0.0894790213185158,0.2689806032334858,0.17950158191497
W02000192,Swansea 025,2021,10,0.08772431892535032,0.00746695727101445,0.13414072675105043,0.0015407780529912154,0.05679967268296203,0.21086163927386387,0.15406196659090182
W02000193,Swansea 026,2021,10,0.3583113814135157,0.03493154188568444,0.17316075505035858,0.0022020986618413348,0.08099216078797103,0.26520591893861784,0.1842137581506468
W02000194,Swansea 027,2021,7,0,0,0.12518423262589407,0.002210239183355278,0.03288900018169626,0.21771184728777843,0.18482284710608216
