area_id,time_id,msoa_name,direct_estimate,variance,n
W02000013,2023,Gwynedd 004,0.15253095293977811,0.019804686594717034,7
W02000013,2025,Gwynedd 004,0.28371651469427717,0.028584072047119036,8
W02000014,2021,Gwynedd 005,0,0,5
W02000014,2023,Gwynedd 005,0.7807750363518592,0.027492905130714233,6
W02000014,2025,Gwynedd 005,0.13140501904633856,0.00816703881342107,17
W02000015,2021,Gwynedd 006,0.07864534144766384,0.005720505906984164,15
W02000015,2023,Gwynedd 006,0.4101724213071303,0.09035637635772603,3
W02000015,2025,Gwynedd 006,0,0,8
W02000016,2021,Gwynedd 007,0,0,4
W02000016,2023,Gwynedd 007,0,0,4
W02000016,2025,Gwynedd 007,0.20830430827077637,0.012670700583046125,15
W02000017,2021,Gwynedd 008,0.29622405171495725,0.05123598044056675,7
W02000017,2023,Gwynedd 008,0.1677875833576799,0.030694899133641478,3
W02000017,2025,Gwynedd 008,0.1119440814703882,0.006660777875645051,18
W02000018,2021,Gwynedd 009,0.16517724306715606,0.022206087907662663,9
W02000018,2023,Gwynedd 009,0.38948903477404323,0.09116285542589674,3
W02000018,2025,Gwynedd 009,0.16004840997875117,0.008646227699847854,25
W02000019,2021,Gwynedd 010,0.14870638382979637,0.018978321486084755,9
W02000019,2023,Gwynedd 010,0.186320668723806,0.029484989245641264,5
W02000019,2025,Gwynedd 010,0.19330514598470397,0.00937429785394132,21
W02000020,2021,Gwynedd 011,0.09952226276588917,0.009313686955088428,10
W02000020,2023,Gwynedd 011,0.1307567077994757,0.014914416634036528,9
W02000020,2025,Gwynedd 011,0.0970039934039527,0.003731423017208949,19
W02000021,2021,Gwynedd 012,0.048845399246956085,0.002367612867094211,15
W02000021,2023,Gwynedd 012,0.4465195232973333,0.09508480775803045,3
W02000021,2025,Gwynedd 012,0.39733436986253373,0.025599158942944473,16
W02000022,2021,Gwynedd 013,0.0212344945063327,4.957953341325928e-4,15
W02000022,2023,Gwynedd 013,0,0,3
W02000022,2025,Gwynedd 013,0.08936955803134836,0.003128383945975553,21
W02000023,2021,Gwynedd 014,0,0,13
W02000023,2023,Gwynedd 014,0,0,5
W02000023,2025,Gwynedd 014,0,0,10
W02000024,2021,Gwynedd 015,0,0,6
W02000024,2023,Gwynedd 015,0,0,5
W02000024,2025,Gwynedd 015,0.24696837873901048,0.03909264874130525,10
W02000025,2021,Gwynedd 016,0,0,12
W02000025,2023,Gwynedd 016,0,0,1
W02000025,2025,Gwynedd 016,0.1295171940947774,0.006430941043875878,13
W02000026,2021,Gwynedd 017,0,0,11
W02000026,2023,Gwynedd 017,0.41717904425518626,0.053334594735881966,5
W02000026,2025,Gwynedd 017,0.12023827388684268,0.012439636554268678,14
W02000027,2021,Conwy 001,0,0,6
W02000027,2023,Conwy 001,0.07201612177035013,0.005423756789255927,6
W02000027,2025,Conwy 001,0.16868629532345147,0.010026407387278747,14
W02000028,2021,Conwy 002,0.08536254482339001,0.0068707651736852615,11
W02000028,2023,Conwy 002,NA,NA,0
W02000028,2025,Conwy 002,0.12411815960295478,0.004985268824020631,20
W02000029,2021,Conwy 003,0.04888062877624214,0.002367658243557652,13
W02000029,2023,Conwy 003,0.11725684052952653,0.014977838950080147,4
W02000029,2025,Conwy 003,0.05964954227518533,0.003485142698476988,16
W02000030,2021,Conwy 004,0.29301465708004104,0.0284234309485235,9
W02000030,2023,Conwy 004,0,0,5
W02000030,2025,Conwy 004,0.03798562579064527,8.19809841266815e-4,16
W02000031,2021,Conwy 005,0.16280358842584403,0.02119865250217118,10
W02000031,2023,Conwy 005,0,0,2
W02000031,2025,Conwy 005,0.40249462598369,0.02517454297577843,14
W02000032,2021,Conwy 006,0,0,9
W02000032,2023,Conwy 006,0,0,4
W02000032,2025,Conwy 006,0.09547909697907148,0.008333553714753963,13
W02000033,2021,Conwy 007,0,0,12
W02000033,2023,Conwy 007,0.25094443439548175,0.028368745334290194,8
W02000033,2025,Conwy 007,0.1623525862615769,0.006423715185229366,23
W02000034,2021,Conwy 008,0,0,9
W02000034,2023,Conwy 008,0.1634414873861036,0.02349806121853055,7
W02000034,2025,Conwy 008,0,0,17
W02000035,2021,Conwy 009,0.17850345132662307,0.026412530148222202,8
W02000035,2023,Conwy 009,0,0,3
W02000035,2025,Conwy 009,0.10107880247212209,0.005877670622421923,20
W02000036,2021,Conwy 010,0,0,9
W02000036,2023,Conwy 010,0,0,5
W02000036,2025,Conwy 010,0.07747668402013014,0.0020119051771189675,25
W02000037,2021,Conwy 011,0.18730064894195425,0.026421391223803936,9
W02000037,2023,Conwy 011,0,0,2
W02000037,2025,Conwy 011,0.09847861214509396,0.008797391523349156,13
W02000038,2021,Conwy 012,0,0,4
W02000038,2023,Conwy 012,0,0,4
W02000038,2025,Conwy 012,0.1126751448509084,0.006184711166177692,20
W02000039,2021,Conwy 013,0,0,4
W02000039,2023,Conwy 013,0,0,3
W02000039,2025,Conwy 013,0.014031077034918038,2.0819325140986126e-4,16
W02000040,2021,Conwy 014,0,0,9
W02000040,2023,Conwy 014,0,0,9
W02000040,2025,Conwy 014,0.23214204496569932,0.03563525250453521,10
W02000041,2021,Conwy 015,0,0,5
W02000041,2023,Conwy 015,0,0,5
W02000041,2025,Conwy 015,0.020909283980328205,4.7007548886108543e-4,14
W02000042,2021,Denbighshire 001,0.08310723454801548,0.007760251834080739,6
W02000042,2023,Denbighshire 001,0.3313023329144385,0.08001068469126606,3
W02000042,2025,Denbighshire 001,0.1260252307061565,0.005517425403313263,21
W02000043,2021,Denbighshire 002,0.09760301676463669,0.009393590013744577,6
W02000043,2023,Denbighshire 002,0,0,7
W02000043,2025,Denbighshire 002,0,0,16
W02000044,2021,Denbighshire 003,0,0,5
W02000044,2023,Denbighshire 003,0.3625484086399611,0.08063175449769942,3
W02000044,2025,Denbighshire 003,0.020136672791092384,4.4661742640228816e-4,15
W02000045,2021,Denbighshire 004,0.5055304661328172,0.1252931707786196,2
W02000045,2023,Denbighshire 004,0.25041531385433663,0.053232230890662965,3
W02000045,2025,Denbighshire 004,0.1348182443700502,0.009346158694730556,15
W02000047,2021,Denbighshire 006,0.7664673715912351,0.019799258019968055,7
W02000047,2023,Denbighshire 006,0,0,6
W02000047,2025,Denbighshire 006,0.022068054326674375,5.004318845318209e-4,17
W02000049,2021,Denbighshire 008,0.39874769738438265,0.045537249947011915,6
W02000049,2023,Denbighshire 008,0,0,4
W02000049,2025,Denbighshire 008,0,0,14
W02000050,2021,Denbighshire 009,0.11995833006885531,0.013740066975192944,6
W02000050,2023,Denbighshire 009,0,0,1
W02000050,2025,Denbighshire 009,0.09183443829277765,0.007725396500099094,16
W02000051,2021,Denbighshire 010,0.2317161438545716,0.020657445046547734,10
W02000051,2023,Denbighshire 010,0,0,3
W02000051,2025,Denbighshire 010,0,0,23
W02000052,2021,Denbighshire 011,0.12311978967183251,0.014102549434647354,6
W02000052,2023,Denbighshire 011,0,0,2
W02000052,2025,Denbighshire 011,0.11530383595304,0.008713407344797149,13
W02000053,2021,Denbighshire 012,0,0,5
W02000053,2023,Denbighshire 012,0,0,3
W02000053,2025,Denbighshire 012,0.05645606527526956,0.003097614198374395,16
W02000054,2021,Denbighshire 013,0.2460556360699084,0.030680424265163056,7
W02000054,2023,Denbighshire 013,0.436270444748604,0.09673885970565106,3
W02000054,2025,Denbighshire 013,0.2025524872712724,0.023432740072545116,17
W02000055,2021,Denbighshire 014,0,0,8
W02000055,2023,Denbighshire 014,0,0,5
W02000055,2025,Denbighshire 014,0.24640538658130987,0.021025375177735638,20
W02000056,2021,Denbighshire 015,0,0,5
W02000056,2023,Denbighshire 015,0,0,2
W02000056,2025,Denbighshire 015,0.02344968017913032,5.847714276023549e-4,14
W02000057,2021,Denbighshire 016,0,0,8
W02000057,2023,Denbighshire 016,0.3749929773727695,0.05028788630254579,5
W02000057,2025,Denbighshire 016,0.11212993199199618,0.011599676060024112,11
W02000058,2021,Flintshire 001,0,0,4
W02000058,2023,Flintshire 001,0.4212547180351624,0.08495410261225096,4
W02000058,2025,Flintshire 001,0.18594490178766837,0.010930858252054306,20
W02000059,2021,Flintshire 002,0,0,4
W02000059,2023,Flintshire 002,0,0,3
W02000059,2025,Flintshire 002,0.12305279430198109,0.006726322844034453,16
W02000060,2021,Flintshire 003,0,0,9
W02000060,2023,Flintshire 003,0.24360117708221335,0.049660919547038725,4
W02000060,2025,Flintshire 003,0.1342621961266177,0.011999299135922492,15
W02000061,2021,Flintshire 004,0.07092279883856752,0.005074417007536647,8
W02000061,2023,Flintshire 004,0.21396930860502059,0.04282754655655748,3
W02000061,2025,Flintshire 004,0.07263082378115174,0.0029833358908991615,18
W02000062,2021,Flintshire 005,0.3169497019631973,0.03389740936116187,15
W02000062,2023,Flintshire 005,0.21277184831160814,0.03628608881694567,5
W02000062,2025,Flintshire 005,0.2949412858986682,0.025510709182368023,14
W02000063,2021,Flintshire 006,0.5807428473912614,0.05782561005534034,5
W02000063,2023,Flintshire 006,0.06328614773287769,0.0041254522977571114,9
W02000063,2025,Flintshire 006,0.07066968464508129,0.004767581027132596,13
W02000064,2021,Flintshire 007,0.3400236493834109,0.05794456959511587,4
W02000064,2023,Flintshire 007,0,0,2
W02000064,2025,Flintshire 007,0.2181327185933091,0.021287556418939348,17
W02000065,2021,Flintshire 008,0,0,7
W02000065,2023,Flintshire 008,0,0,3
W02000065,2025,Flintshire 008,0.11041972876857678,0.006408022944076637,11
W02000066,2021,Flintshire 009,0.05669483832587613,0.0035889837545587644,8
W02000066,2023,Flintshire 009,0,0,4
W02000066,2025,Flintshire 009,0.10579691596247456,0.006275154970532057,16
W02000067,2021,Flintshire 010,0.2165076563383515,0.023910887603942003,8
W02000067,2023,Flintshire 010,0.30356176462050305,0.0895616581890234,2
W02000067,2025,Flintshire 010,0.13087590271871072,0.0048039259527855515,16
W02000068,2021,Flintshire 011,0.388625349074746,0.04441879481131547,7
W02000068,2023,Flintshire 011,0,0,4
W02000068,2025,Flintshire 011,0.029717565136803122,9.520705907764246e-4,11
W02000069,2021,Flintshire 012,0,0,9
W02000069,2023,Flintshire 012,0.33381175047048606,0.07460936595515419,3
W02000069,2025,Flintshire 012,0.08479231754676822,0.0035535190776583704,19
W02000070,2021,Flintshire 013,0.10612560517590662,0.01087587462463244,8
W02000070,2023,Flintshire 013,0.09678404742283275,0.00902433342768153,7
W02000070,2025,Flintshire 013,0.023898569217688386,6.303028717571055e-4,11
W02000071,2021,Flintshire 014,0,0,6
W02000071,2023,Flintshire 014,0,0,2
W02000071,2025,Flintshire 014,0.15522493936879786,0.01634768264634133,20
W02000072,2021,Flintshire 015,0.07883294023049847,0.006046521239507615,9
W02000072,2023,Flintshire 015,0,0,6
W02000072,2025,Flintshire 015,0.07437716956948956,0.0029438664000395725,18
W02000073,2021,Flintshire 016,0.39263709133260627,0.0789895722137904,4
W02000073,2023,Flintshire 016,0,0,2
W02000073,2025,Flintshire 016,0,0,16
W02000074,2021,Flintshire 017,0.22049183312206763,0.03890169151227537,5
W02000074,2023,Flintshire 017,0.2839129094184388,0.08282562937094819,2
W02000074,2025,Flintshire 017,0.1793842227367029,0.013270193201165865,21
W02000075,2021,Flintshire 018,0.13035296866652085,0.015492090592020337,7
W02000075,2023,Flintshire 018,0.06828490396943032,0.004748339645802404,7
W02000075,2025,Flintshire 018,0.13478196469561102,0.01208564961595197,13
W02000076,2021,Flintshire 019,0,0,4
W02000076,2023,Flintshire 019,0.20040966133149013,0.031478427453417446,6
W02000076,2025,Flintshire 019,0.18289258645694312,0.025692522905307703,10
W02000077,2021,Flintshire 020,0,0,3
W02000077,2023,Flintshire 020,0.07033545480116019,0.00519663084268556,6
W02000077,2025,Flintshire 020,0,0,9
W02000080,2021,Wrexham 003,0,0,10
W02000080,2023,Wrexham 003,0,0,3
W02000080,2025,Wrexham 003,0.31374109725913635,0.029928113951071963,12
W02000081,2021,Wrexham 004,0.17424834112776175,0.03161566763902536,3
W02000081,2023,Wrexham 004,0,0,2
W02000081,2025,Wrexham 004,0.04703659368579207,0.002181646109784192,17
W02000082,2021,Wrexham 005,0.12777937306999088,0.014772419878588619,10
W02000082,2023,Wrexham 005,0,0,2
W02000082,2025,Wrexham 005,0.40578796755389185,0.025203777749783978,16
W02000083,2021,Wrexham 006,0.2202932512168121,0.037765610579656037,5
W02000083,2023,Wrexham 006,0,0,2
W02000083,2025,Wrexham 006,0.3246154780467624,0.05188864619804715,8
W02000085,2021,Wrexham 008,0,0,7
W02000085,2023,Wrexham 008,0,0,5
W02000085,2025,Wrexham 008,0,0,9
W02000087,2021,Wrexham 010,0,0,9
W02000087,2023,Wrexham 010,0,0,5
W02000087,2025,Wrexham 010,0.17563427342700577,0.016864842790106326,14
W02000088,2021,Wrexham 011,0,0,8
W02000088,2023,Wrexham 011,0.5412010756132453,0.09273974889601344,3
W02000088,2025,Wrexham 011,0.09237473893916798,0.008136830115426475,10
W02000089,2021,Wrexham 012,0.2936482507535497,0.038628427054704574,6
W02000089,2023,Wrexham 012,0.3165511728360981,0.07106914553963639,4
W02000089,2025,Wrexham 012,0.03400246441283333,0.0013470617807742574,8
W02000090,2021,Wrexham 013,0,0,3
W02000090,2023,Wrexham 013,0,0,3
W02000090,2025,Wrexham 013,0,0,14
W02000091,2021,Wrexham 014,0,0,9
W02000091,2023,Wrexham 014,0,0,5
W02000091,2025,Wrexham 014,0.08077406106431079,0.0036937431447514914,13
W02000092,2021,Wrexham 015,0,0,4
W02000092,2023,Wrexham 015,0,0,6
W02000092,2025,Wrexham 015,0.2525827500622753,0.029083800674516543,8
W02000093,2021,Wrexham 016,0,0,5
W02000093,2023,Wrexham 016,0,0,4
W02000093,2025,Wrexham 016,0,0,13
W02000094,2021,Wrexham 017,0.21678352818019048,0.04002218830936517,4
W02000094,2023,Wrexham 017,0,0,2
W02000094,2025,Wrexham 017,0.2827583878420045,0.039136216918806185,10
W02000095,2021,Wrexham 018,0,0,4
W02000095,2023,Wrexham 018,0,0,3
W02000095,2025,Wrexham 018,0.26184911986455184,0.025594582781743754,15
W02000096,2021,Wrexham 019,0.2284921390218744,0.04719399962669436,4
W02000096,2023,Wrexham 019,0.33015053109435116,0.04254151640683186,5
W02000096,2025,Wrexham 019,0.23951481233022204,0.033546452530662185,13
W02000097,2021,Powys 001,0.09544433940052938,0.004566114166430029,14
W02000097,2023,Powys 001,0.04638055190476762,0.0022167476090254874,10
W02000097,2025,Powys 001,0.23536852854024376,0.007416300923916794,25
W02000098,2021,Powys 002,0.1396089447123203,0.01577833622180705,13
W02000098,2023,Powys 002,0.20212535148751437,0.015221261408715601,13
W02000098,2025,Powys 002,0.10074700259259677,0.00382297344824648,23
W02000099,2021,Powys 003,0.18947225976330812,0.015911047404152123,15
W02000099,2023,Powys 003,0.4261644260286347,0.02555182843389532,10
W02000099,2025,Powys 003,0.2415704623958348,0.012229049992600183,31
W02000100,2021,Powys 004,0.30084786128152663,0.00830158794306465,32
W02000100,2023,Powys 004,0.06929813512837374,0.004682118423811548,11
W02000100,2025,Powys 004,0.01611119770867258,2.6793425793688344e-4,26
W02000101,2021,Powys 005,0,0,19
W02000101,2023,Powys 005,0.10023252527488909,0.009709074447748774,7
W02000101,2025,Powys 005,0.18784810285125508,0.007606107309105609,26
W02000102,2021,Powys 006,0.027112251747057677,7.801651154317132e-4,16
W02000102,2023,Powys 006,0.09584713998961757,0.008075580469407423,16
W02000102,2025,Powys 006,0.21548079651584187,0.016668444463594848,22
W02000103,2021,Powys 007,0.187231220486261,0.010821936262679441,14
W02000103,2023,Powys 007,0.09196391158694066,0.007544580580335067,15
W02000103,2025,Powys 007,0.20283838884303385,0.006253334790669189,36
W02000104,2021,Powys 008,0.23218260438122434,0.014309124837582494,13
W02000104,2023,Powys 008,0.18448697986513407,0.009040593528840886,13
W02000104,2025,Powys 008,0.1577280893058326,0.005816770939663166,33
W02000105,2021,Powys 009,0.06604678770346228,0.004208091463732144,15
W02000105,2023,Powys 009,0.1698036387350112,0.02298932264404276,8
W02000105,2025,Powys 009,0.1687515200449198,0.005356479328510003,34
W02000106,2021,Powys 010,0.04418643323889526,0.0019648545323623628,13
W02000106,2023,Powys 010,0.25703262905601043,0.015877582268031015,14
W02000106,2025,Powys 010,0.21741064544931868,0.008221937419509797,37
W02000107,2021,Powys 011,0.09419578553554663,0.004579764527411759,20
W02000107,2023,Powys 011,0.31250291681787146,0.0237474106636558,10
W02000107,2025,Powys 011,0.1701473497420348,0.0042401118490936005,34
W02000108,2021,Powys 012,0.13071439914755056,0.00880585338095505,17
W02000108,2023,Powys 012,0.17087270445635067,0.012456780656289674,12
W02000108,2025,Powys 012,0.09335051787031397,0.00413542545216157,31
W02000109,2021,Powys 013,0.04606357820323005,0.0011567168740630246,19
W02000109,2023,Powys 013,0.3046914644681177,0.01570422104154662,16
W02000109,2025,Powys 013,0.41290902316114325,0.01052331809282885,35
W02000110,2021,Powys 014,0.07649586349486223,0.003162201840128105,25
W02000110,2023,Powys 014,0.17417748717299184,0.013242029485127994,13
W02000110,2025,Powys 014,0.22783181426432603,0.008724038452570448,30
W02000111,2021,Powys 015,0.34563781929446286,0.02651960369840405,13
W02000111,2023,Powys 015,0.16199556113550218,0.011016463063235447,14
W02000111,2025,Powys 015,0.16438287185584582,0.006496880672253213,40
W02000113,2021,Powys 017,0.033326404545683405,0.0011466546600750547,13
W02000113,2023,Powys 017,0.17795160171170055,0.013955297672296134,10
W02000113,2025,Powys 017,0.2618622228010663,0.008538638658859357,36
W02000114,2021,Powys 018,0.1058660636516851,0.003995266147183701,18
W02000114,2023,Powys 018,0.2886249915018037,0.05301340957434953,5
W02000114,2025,Powys 018,0.17283430302697408,0.006573719398078893,34
W02000116,2021,Ceredigion 001,0,0,6
W02000116,2023,Ceredigion 001,0,0,8
W02000116,2025,Ceredigion 001,0.021668076940818508,4.7499939522030026e-4,28
W02000117,2021,Ceredigion 002,0,0,8
W02000117,2023,Ceredigion 002,0,0,5
W02000117,2025,Ceredigion 002,0.1254145715107483,0.0038100824099077083,33
W02000118,2021,Ceredigion 003,0,0,11
W02000118,2023,Ceredigion 003,0.11730413417446586,0.013638081059924211,5
W02000118,2025,Ceredigion 003,0.3297731413729008,0.017238144733211863,24
W02000120,2021,Ceredigion 005,0,0,6
W02000120,2023,Ceredigion 005,0.47234863851125647,0.09633140248014103,3
W02000120,2025,Ceredigion 005,0.16717430422124294,0.00832342584968711,30
W02000122,2021,Ceredigion 007,0,0,11
W02000122,2023,Ceredigion 007,0.13471114352661953,0.017805724365342213,5
W02000122,2025,Ceredigion 007,0.11525596053876372,0.003214779266526704,36
W02000123,2021,Ceredigion 008,0.13408260985062156,0.017139869998908843,5
W02000123,2023,Ceredigion 008,0.6075384631657605,0.06333543674061774,4
W02000123,2025,Ceredigion 008,0.2147557505929441,0.015196374829652344,21
W02000124,2021,Ceredigion 009,0,0,10
W02000124,2023,Ceredigion 009,0.07888291900823918,0.00609448443439128,9
W02000124,2025,Ceredigion 009,0.12015517339067466,0.003847431791038961,27
W02000125,2021,Ceredigion 010,0.21917961940435537,0.022398758882916585,12
W02000125,2023,Ceredigion 010,0,0,7
W02000125,2025,Ceredigion 010,0.14617540956978628,0.00500511048352681,36
W02000126,2021,Pembrokeshire 001,0,0,6
W02000126,2023,Pembrokeshire 001,0.3780849951838567,0.07246385043349798,5
W02000126,2025,Pembrokeshire 001,0.3032450311456092,0.019567509432533277,18
W02000127,2021,Pembrokeshire 002,0,0,15
W02000127,2023,Pembrokeshire 002,0,0,5
W02000127,2025,Pembrokeshire 002,0.2690954163279087,0.028120207413238712,13
W02000128,2021,Pembrokeshire 003,0.057852208748884276,0.0024423752881622017,9
W02000128,2023,Pembrokeshire 003,0.6905345654021999,0.03648845967121849,6
W02000128,2025,Pembrokeshire 003,0.022467048956958634,5.547631760222455e-4,13
W02000129,2021,Pembrokeshire 004,0,0,6
W02000129,2023,Pembrokeshire 004,0,0,4
W02000129,2025,Pembrokeshire 004,0.07734105470699854,0.0033604729104006583,16
W02000130,2021,Pembrokeshire 005,0.021846209767274107,5.505489771829779e-4,10
W02000130,2023,Pembrokeshire 005,0,0,3
W02000130,2025,Pembrokeshire 005,0.18611119234914236,0.009474404781781656,16
W02000131,2021,Pembrokeshire 006,0,0,14
W02000131,2023,Pembrokeshire 006,0.21823227825356092,0.034839126814809426,7
W02000131,2025,Pembrokeshire 006,0.2059601230258639,0.01598238057573869,14
W02000132,2021,Pembrokeshire 007,0,0,6
W02000132,2023,Pembrokeshire 007,0,0,6
W02000132,2025,Pembrokeshire 007,0,0,11
W02000133,2021,Pembrokeshire 008,0.41283899813086133,0.04757877286985046,10
W02000133,2023,Pembrokeshire 008,NA,NA,0
W02000133,2025,Pembrokeshire 008,0.32160362306924334,0.022583684037945157,13
W02000134,2021,Pembrokeshire 009,0.35622973532524743,0.0621289595695766,10
W02000134,2023,Pembrokeshire 009,0,0,2
W02000134,2025,Pembrokeshire 009,0.248498848196269,0.010419691196153776,19
W02000135,2021,Pembrokeshire 010,0,0,10
W02000135,2023,Pembrokeshire 010,0.2160171140620766,0.0363151875920126,5
W02000135,2025,Pembrokeshire 010,0.16252681464064087,0.008108311113266067,16
W02000136,2021,Pembrokeshire 011,0,0,15
W02000136,2023,Pembrokeshire 011,0,0,5
W02000136,2025,Pembrokeshire 011,0.07868015536839972,0.002500916265818304,23
W02000137,2021,Pembrokeshire 012,0.05001729164591482,0.002476362984288006,15
W02000137,2023,Pembrokeshire 012,0,0,2
W02000137,2025,Pembrokeshire 012,0.08579073209676916,0.004191187142175006,13
W02000138,2021,Pembrokeshire 013,0,0,12
W02000138,2023,Pembrokeshire 013,0,0,1
W02000138,2025,Pembrokeshire 013,0.10601607823830984,0.010219966055312,12
W02000139,2021,Pembrokeshire 014,0,0,11
W02000139,2023,Pembrokeshire 014,0,0,4
W02000139,2025,Pembrokeshire 014,0.35209858714901615,0.021719616004636056,20
W02000140,2021,Pembrokeshire 015,0.14526186177297862,0.014804107447479634,9
W02000140,2023,Pembrokeshire 015,0.1566169536105545,0.013875447150006213,10
W02000140,2025,Pembrokeshire 015,0.1726677409248139,0.022645737942217702,14
W02000141,2021,Pembrokeshire 016,0,0,10
W02000141,2023,Pembrokeshire 016,0.09379934334303676,0.009157432454165,5
W02000141,2025,Pembrokeshire 016,0.035469120664160685,0.0012996770237680925,17
W02000142,2021,Carmarthenshire 001,0.13704682389226022,0.01606175013541019,9
W02000142,2023,Carmarthenshire 001,0,0,2
W02000142,2025,Carmarthenshire 001,0.1085597992753008,0.007401877780899841,9
W02000143,2021,Carmarthenshire 002,0,0,6
W02000143,2023,Carmarthenshire 002,0,0,7
W02000143,2025,Carmarthenshire 002,0,0,7
W02000144,2021,Carmarthenshire 003,0.09097016580598385,0.008622370904124448,9
W02000144,2023,Carmarthenshire 003,0,0,4
W02000144,2025,Carmarthenshire 003,0.06599265594319388,0.001724281137165536,20
W02000145,2021,Carmarthenshire 004,0.23456238084119208,0.03797704043668866,7
W02000145,2023,Carmarthenshire 004,0,0,4
W02000145,2025,Carmarthenshire 004,0.25999806831673655,0.01536098621601223,15
W02000146,2021,Carmarthenshire 005,0,0,2
W02000146,2023,Carmarthenshire 005,0,0,5
W02000146,2025,Carmarthenshire 005,0.11287773362534177,0.011328239783130406,11
W02000147,2021,Carmarthenshire 006,0,0,7
W02000147,2023,Carmarthenshire 006,0,0,3
W02000147,2025,Carmarthenshire 006,0.2704269807429745,0.023398641017037942,12
W02000148,2021,Carmarthenshire 007,0,0,6
W02000148,2023,Carmarthenshire 007,0.4215787752705564,0.09405289947606979,3
W02000148,2025,Carmarthenshire 007,0.332246539269178,0.03636461716012154,10
W02000149,2021,Carmarthenshire 008,0.19823795880340647,0.031188039079682983,6
W02000149,2023,Carmarthenshire 008,0.09239522812757683,0.008084867159336102,8
W02000149,2025,Carmarthenshire 008,0.2968642002048154,0.024072592303520237,15
W02000151,2021,Carmarthenshire 010,0,0,4
W02000151,2023,Carmarthenshire 010,0,0,5
W02000151,2025,Carmarthenshire 010,0.4865729101774327,0.029660753611990078,12
W02000152,2021,Carmarthenshire 011,0.06020085014244122,0.003773629879423508,8
W02000152,2023,Carmarthenshire 011,0,0,1
W02000152,2025,Carmarthenshire 011,0.19980982291969268,0.01761378862418134,11
W02000153,2021,Carmarthenshire 012,0,0,7
W02000153,2023,Carmarthenshire 012,0,0,3
W02000153,2025,Carmarthenshire 012,0.20039526802664004,0.028331716212972154,12
W02000154,2021,Carmarthenshire 013,0.22859101820982813,0.018059508307332522,8
W02000154,2023,Carmarthenshire 013,0.20106968044923307,0.03648779588946124,4
W02000154,2025,Carmarthenshire 013,0.13504243620429662,0.00882794505116138,13
W02000156,2021,Carmarthenshire 015,0,0,12
W02000156,2023,Carmarthenshire 015,0,0,3
W02000156,2025,Carmarthenshire 015,0.05883994883762803,0.003693674403711877,7
W02000157,2021,Carmarthenshire 016,0,0,4
W02000157,2023,Carmarthenshire 016,0.47034066890210224,0.048924561934183576,6
W02000157,2025,Carmarthenshire 016,0.07381366487938326,0.005477216103475978,10
