domain_id,direct_estimate,variance,direct_ci_lower,direct_ci_upper,direct_ci_width,n
W02000051,6.144341428917526,1.0173129065286075,4.16744758712422,8.121235270710832,3.953787683586613,2
W02000052,37.36762796355122,560.6641303630855,-9.04193272390659,83.77718865100903,92.81912137491562,4
W02000053,15.128779424799605,17.37327491729586,6.959252331859416,23.298306517739796,16.33905418588038,10
W02000054,14.903730700040692,27.32771381537363,4.657651186727351,25.14981021335403,20.49215902662668,9
W02000055,34.89655129660246,359.86546340565434,-2.2848844505437427,72.07798704374866,74.3628714942924,8
W02000056,8.472147078949957,4.996166259345463,4.091134376172033,12.853159781727882,8.762025405555848,7
W02000057,5.869606389642689,6.2209202299725535,0.9810189499559892,10.75819382932939,9.7771748793734,8
W02000058,7.975652192910148,1.165635942541573,5.85954561788428,10.091758767936014,4.232213150051734,11
W02000059,11.254050310444864,1.7752104970753355,8.642604610154581,13.865496010735146,5.222891400580567,2
W02000060,9.558828200483758,4.713268388334143,5.303655837273961,13.814000563693554,8.510344726419593,9
W02000061,4.781295595968235,2.2162266399217723,1.863444287226907,7.699146904709563,5.835702617482656,10
W02000062,5.650251397072872,0.29292772790719473,4.589444553425887,6.711058240719858,2.12161368729397,8
W02000063,8.914724964990377,5.078722364574687,4.497664875320992,13.331785054659761,8.83412017933877,14
W02000064,3.8587730225782306,0.5024097779530379,2.469507964000714,5.248038081155747,2.7785301171550327,7
W02000065,8.660951151027934,2.5313382788391054,5.542555869478735,11.779346432577132,6.236790563098397,5
W02000066,6.870240932686305,1.5231652062626422,4.451275977095058,9.289205888277552,4.837929911182495,11
W02000067,39.41938021731181,779.027164397176,-15.286293663449328,94.12505409807295,109.41134776152228,11
W02000068,7.883716027628606,1.543016390568751,5.449039095054406,10.318392960202805,4.869353865148399,5
W02000069,7.971969104535176,13.308933421166877,0.8216125658194544,15.122325643250896,14.300713077431443,8
W02000070,18.834011951972347,80.71437008095012,1.2251413435835765,36.44288256036111,35.21774121677754,5
W02000071,9.34968779931894,1.986842099356332,6.586962223209852,12.112413375428027,5.5254511522181735,12
W02000072,8.597297036791819,5.167437871114669,4.141825195822098,13.05276887776154,8.910943681939441,9
W02000073,9.824953080863509,15.607666936610745,2.0816712634630967,17.56823489826392,15.486563634800824,10
W02000074,4.8665503372520345,1.8346481616957746,2.211746318502159,7.521354356001909,5.309608037499751,13
W02000075,6.593551409446255,2.7097430127874467,3.367137183416954,9.819965635475556,6.452828452058602,5
W02000076,5.2409962359781535,0.6409676145417682,3.671811355849729,6.810181116106578,3.138369760256848,10
W02000077,21.85301325330822,240.87357465641534,-8.566387207583265,52.2724137141997,60.83880092178297,16
W02000080,14.908669402933148,55.34440005379083,0.3274812741611015,29.489857531705194,29.162376257544093,7
W02000081,12.07910858351812,21.683478165085894,2.952266319131496,21.205950847904745,18.25368452877325,9
W02000082,4.608737036535778,3.5402341468837797,0.9208970862845836,8.296576986786972,7.375679900502388,13
W02000083,27.348275883180026,261.529324996328,-4.348586026256587,59.04513779261664,63.39372381887323,8
W02000085,6.5188232265189505,1.5247293876990946,4.098616537869231,8.939029915168671,4.8404133772994395,10
W02000087,5.808025833270986,7.469863496373964,0.45113983414143455,11.164911832400538,10.713771998259103,9
W02000088,3.4877211783905375,1.15138759688568,1.3845876609466194,5.590854695834455,4.206267034887836,5
W02000089,4.9602250077666605,2.863101236827119,1.6437676039402431,8.276682411593079,6.632914807652835,11
W02000090,14.55481580705637,46.143541818669334,1.2407243904181282,27.868907223694613,26.628182833276483,10
W02000091,7.434374168877778,3.30893963186714,3.8690379309079552,10.9997104068476,7.130672475939645,6
W02000092,7.764523916874226,9.402060070034665,1.7546192616367433,13.77442857211171,12.019809310474965,5
W02000093,16.019706066449064,17.779998670407387,7.75510426767878,24.284307865219347,16.52920359754057,11
W02000094,29.93022850715362,362.3507971168166,-7.379379132219416,67.23983614652666,74.61921527874607,10
W02000095,7.706225509774652,6.359874727730274,2.763342266762672,12.649108752786631,9.88576648602396,8
W02000096,27.94197195771128,247.24434380787142,-2.877078500930672,58.761022416353235,61.63810091728391,8
W02000097,9.31646109789359,7.165099292313157,4.069991290361079,14.562930905426102,10.492939615065023,14
W02000098,7.153599430343013,5.382920086674328,2.606179743864966,11.701019116821058,9.094839372956093,10
W02000099,19.831527482378206,39.660822713363316,7.488067005848276,32.17498795890813,24.68692095305986,13
W02000100,19.742162643764875,70.252305874351,3.3140995124366164,36.17022577509313,32.85612626265652,16
W02000101,15.039859609875617,37.92135337279938,2.97011764424329,27.109601575507945,24.139483931264653,12
W02000102,28.624427079019224,204.1306589015048,0.6210640803359979,56.62779007770245,56.00672599736645,19
W02000103,18.105184153059856,75.62280459520127,1.0607549712736493,35.149613334846066,34.08885836357241,12
W02000104,15.044446030763352,10.134699634320427,8.804777600854166,21.284114460672537,12.47933685981837,13
W02000105,24.69147242205169,105.3248734609603,4.576402601451388,44.806542242651986,40.2301396412006,13
W02000106,6.646466198161223,3.498124113833572,2.9806247400914594,10.312307656230987,7.331682916139527,23
W02000107,29.96871083511945,194.75767136786052,2.615812079653459,57.32160959058544,54.70579751093198,12
W02000108,7.8519719761654745,4.968603382746136,3.4830605837065303,12.220883368624419,8.737822784917888,17
W02000109,18.87532610267501,56.382165687893895,4.1580665851353,33.59258562021472,29.434519035079422,14
W02000110,13.183443100871697,26.06487125957392,3.1769047668233448,23.18998143492005,20.013076668096705,15
W02000111,7.796758371377288,5.187104368757455,3.3328161514310395,12.260700591323536,8.927884439892496,13
W02000113,19.899070461312185,87.16636123931737,1.5999367840868715,38.1982041385375,36.59826735445063,17
W02000114,18.02184150720594,51.016699129612114,4.022350395872005,32.02133261853988,27.998982222667873,16
W02000116,6.099101638222996,3.0937964034664285,2.6516202004837544,9.54658307596224,6.894962875478484,9
W02000117,26.741016021218687,135.1210640813534,3.957665087369488,49.52436695506789,45.5667018676984,6
W02000118,12.346286586674317,23.90544513908768,2.763220373487682,21.92935279986095,19.16613242637327,10
W02000120,6.546804958028228,4.625880495754708,2.3312643625065474,10.76234555354991,8.431081191043361,7
W02000122,15.106273367363585,29.716603546912776,4.421737617700892,25.790809117026278,21.369071499325386,11
W02000123,48.344795395088795,725.7404427646538,-4.456762204329557,101.14635299450714,105.6031151988367,8
W02000124,6.806853910227256,7.347637425328458,1.493974847690465,12.119732972764046,10.625758125073581,3
W02000125,9.249517070323183,3.8950542295405466,5.381282288384144,13.117751852262222,7.736469563878078,9
W02000126,31.41984011893922,552.7152935400461,-14.659559526275793,77.49923976415423,92.15879929043003,10
W02000127,38.49734453129399,1033.0336830428982,-24.49870452559209,101.49339358818007,125.99209811377216,5
W02000128,4.607339590130844,4.184936524293808,0.597744579194317,8.61693460106737,8.019190021873055,6
W02000129,8.86842433937258,6.56224123641471,3.8475174557697045,13.889331222975457,10.041813767205753,7
W02000130,2.2456034456071525,0.33844309752819646,1.1053565410008215,3.3858503502134836,2.280493809212662,3
W02000131,2.7179916425430655,0.667392820462878,1.1167870150546886,4.319196270031442,3.2024092549767538,12
W02000132,14.069963258495912,18.091970065010965,5.733170577749551,22.406755939242274,16.673585361492723,6
W02000133,6.72662308838501,3.7793484832548363,2.9162759738465227,10.536970202923499,7.6206942290769755,9
W02000134,30.63806004883872,493.24447141100745,-12.89179133354629,74.16791143122373,87.05970276477002,11
W02000135,6.417505831155966,3.8205692117246,2.586435656418726,10.248576005893206,7.6621403494744795,9
W02000136,6.47858955591815,8.615806792480571,0.7254614177664056,12.231717694069895,11.506256276303489,8
W02000137,15.528774581065846,32.177694647833874,4.410598842253359,26.646950319878336,22.236351477624975,7
W02000138,76.23414554177654,2389.653946763312,-19.5786646763041,172.04695575985718,191.62562043616128,8
W02000139,10.359694656807784,5.825387604767433,5.629070065649175,15.090319247966395,9.46124918231722,14
W02000140,10.416519615041613,9.392402462079996,4.409702379739168,16.423336850344057,12.01363447060489,10
W02000141,7.6384049282506234,10.240789287185066,1.3661632137078756,13.91064664279337,12.544483429085496,5
W02000142,18.318736627267477,1.124260160267365,16.24052638003956,20.39694687449539,4.156420494455829,4
W02000143,14.807623942024804,14.832603151104033,7.259052668910848,22.35619521513876,15.097142546227913,4
W02000144,20.01173773369063,23.129290600070174,10.585525197935372,29.43795026944589,18.852425071510517,7
W02000145,4.850572537738946,4.098051745075457,0.8828180614788699,8.818327013999022,7.935508952520153,7
W02000146,6.760789365088537,2.839026137266508,3.458305026151709,10.063273704025365,6.604968677873656,8
W02000147,45.53443232795969,921.8827186221174,-13.976110031010002,105.04497468692938,119.02108471793939,10
W02000148,10.957650929528416,2.171731254457585,8.069239119013119,13.846062740043713,5.776823621030595,6
W02000149,2.2842616361960797,0.21855670971647825,1.367960672512846,3.2005625998793135,1.8326019273664675,8
W02000151,14.596887037188198,8.02192391108933,9.045578822285988,20.14819525209041,11.10261642980442,5
W02000152,37.70722537418199,957.801431256818,-22.95157430332722,98.3660250516912,121.31759935501842,7
W02000153,9.078962020238121,6.466347985801378,4.094875100625405,14.063048939850837,9.968173839225432,5
W02000154,10.708382607609709,5.811006385221299,5.983600905830658,15.43316430938876,9.449563403558102,7
W02000156,13.970934229420344,13.664274109383026,6.725751318091891,21.216117140748796,14.490365822656905,7
W02000157,9.949326486219022,8.001811088275542,4.404981847154877,15.493671125283166,11.088689278128289,11
W02000158,15.955907047499096,68.6063477852884,-0.2785669400363133,32.190381035034505,32.46894797507082,8
W02000159,8.906739957311895,0.9713585992303648,6.975012441640141,10.83846747298365,3.863455031343509,2
W02000160,10.139401644420262,15.625485611081674,2.391700983996465,17.88710230484406,15.495401320847595,5
W02000161,27.75795034748277,72.9530130183205,11.01709329620908,44.498807398756455,33.48171410254738,10
W02000162,6.7720324157824265,3.538327984551609,3.0851854179462728,10.45887941361858,7.3736939956723075,11
W02000163,20.706702192427745,124.03968024718932,-1.122425954101665,42.535830338957155,43.65825629305882,5
W02000164,12.010679411593205,12.328330404003616,5.128781847692658,18.892576975493753,13.763795127801094,4
W02000165,13.13259862659574,20.024836778860454,4.361771244320433,21.903426008871048,17.541654764550614,8
W02000166,14.166734582228809,2.5947481712421117,11.00952306339709,17.32394610106053,6.31442303766344,6
W02000167,14.52523119337729,20.499785614271147,5.651000161012625,23.399462225741956,17.74846206472933,8
W02000168,6.178939625022805,1.3077977900473898,3.937503480439147,8.420375769606462,4.482872289167315,7
W02000169,6.935734214858996,2.8214347380579605,3.6434973324759166,10.227971097242076,6.58447376476616,6
W02000170,6.034008636134158,8.05383690695483,0.4716692126759243,11.59634805959239,11.124678846916467,6
W02000171,53.128953315131454,1769.9089882508465,-29.32880780693911,135.58671443720203,164.91552224414113,7
W02000172,11.509041416370497,27.266342225341088,1.2744735069338553,21.74360932580714,20.469135818873283,13
W02000173,3.7324134335176566,0.2973932531682755,2.6635514586250855,4.801275408410228,2.137723949785142,10
W02000174,6.922881709462231,2.7244448764030813,3.6877267769759863,10.158036641948474,6.470309864972489,11
W02000175,6.204881302141801,6.528224422481195,1.1970048119112606,11.21275779237234,10.01575298046108,7
W02000176,16.28649987590742,111.70291445651647,-4.42866162904237,37.001661380857215,41.43032300989958,13
W02000177,4.58148673313625,2.3710607833016697,1.5634298905417152,7.599543575730785,6.03611368518907,5
W02000178,18.332317277035763,112.73989681926462,-2.478775621245358,39.14341017531689,41.62218579656224,13
W02000179,32.74856828878916,551.3870999491195,-13.275432875435335,78.77256945301366,92.04800232844899,8
W02000180,18.899819043343335,80.0861104453048,1.3596137456085664,36.4400243410781,35.08041059546954,5
W02000181,32.361951265698124,138.66417042807922,9.281823945501014,55.44207858589523,46.16025464039422,3
W02000182,8.833023693688231,10.55896332021803,2.4640902279539887,15.201957159422474,12.737866931468485,12
W02000183,8.087475395319352,3.9966634322121837,4.169110654616118,12.005840136022586,7.8367294814064685,12
W02000184,7.401643175614719,1.664110428467984,4.873235253225097,9.930051098004341,5.056815844779245,2
W02000185,14.064005036789457,31.37117949159735,3.086048800088548,25.041961273490365,21.955912473401817,11
W02000186,20.732089884338695,189.9994659434959,-6.284607700091083,47.74878746876847,54.033395168859556,9
W02000188,8.088322253890611,6.7691240774895265,2.988884338190121,13.187760169591101,10.198875831400981,11
W02000189,6.678886717872038,5.155920610042362,2.22838285701103,11.129390578733044,8.901007721722015,13
W02000191,7.537306975711035,8.4281406804734,1.847179979052119,13.227433972369951,11.380253993317831,8
W02000192,8.64233133124552,22.307754183387512,-0.6149613869794717,17.89962404947051,18.514585436449984,11
W02000193,9.26136405582516,6.960879057143234,4.090202388856949,14.432525722793372,10.342323333936422,10
W02000194,10.320620511414372,17.653153202947575,2.0855520026256684,18.555689020203076,16.470137017577407,6
W02000195,9.86288663234542,19.87174272942754,1.1256509785834794,18.60012228610736,17.47447130752388,13
W02000196,9.219275475627272,3.2630284636632996,5.6787599558181965,12.759790995436347,7.081031039618152,10
W02000197,15.61818533467359,14.283265298837074,8.210716673112309,23.025653996234873,14.814937323122566,10
W02000198,7.727262846204332,7.051977034452692,2.5223733204263388,12.932152371982326,10.409779051555986,11
W02000200,8.460485952031775,5.17989184721437,3.9996483042061195,12.92132359985743,8.92167529565131,8
W02000201,8.73853894056804,5.361771636804096,4.200061010694786,13.277016870441294,9.076955859746507,17
W02000202,17.34411066173484,45.71462625734051,4.092042588026523,30.59617873544316,26.504136147416638,6
W02000204,12.16088346432931,8.226131689084193,6.539361651084622,17.782405277573996,11.243043626489374,13
W02000205,13.910334752675842,35.9118517427765,2.16474112548738,25.655928379864307,23.491187254376925,12
W02000206,14.248875955039027,106.95114786224612,-6.020892904708846,34.5186448147869,40.53953771949575,7
W02000207,7.920333694319711,9.149768347807719,1.9916112278065308,13.849056160832891,11.857444933026361,9
W02000208,30.248808109523814,75.87000774959003,13.176543415851064,47.321072803196564,34.1445293873455,10
W02000210,14.537985840855091,13.345088612294552,7.377923521783368,21.698048159926813,14.320124638143447,14
W02000211,7.874325606660624,4.389631717179958,3.767841806045002,11.980809407276245,8.212967601231243,12
W02000212,11.655076734354815,50.38240757067517,-2.257114211844341,25.567267680553968,27.82438189239831,11
W02000213,17.314061557699254,20.85475663138568,8.363327896421469,26.264795218977042,17.901467322555572,7
W02000214,36.44526088737174,313.09707045429354,1.763944507262778,71.1265772674807,69.36263276021792,11
W02000215,16.9851990034233,18.9208789858023,8.45956420524797,25.51083380159863,17.05126959635066,14
W02000216,16.546224461408734,32.82283942507615,5.317145250032027,27.77530367278544,22.458158422753414,6
W02000217,10.407715871262115,1.9029885190520437,7.703918413095114,13.111513329429116,5.407594916334,17
W02000218,6.347889657326775,3.0425761656448853,2.929065210540805,9.766714104112744,6.83764889357194,7
W02000219,4.532602712250638,1.2256054454829532,2.362744219314448,6.702461205186827,4.339716985872379,7
W02000220,14.716468538339836,26.411292420886156,4.643652598192997,24.789284478486675,20.145631880293678,6
W02000221,7.447348197365991,5.267442679376205,2.948969845438307,11.945726549293674,8.996756703855368,13
W02000222,11.755008168876747,14.291935456286183,4.345291625791648,19.164724711961846,14.819433086170198,6
W02000223,25.58394805458324,81.20407156193082,7.9217409073348115,43.24615520183167,35.324414294496854,10
W02000224,13.55171276877766,65.1768955925993,-2.271800182161188,29.37522571971651,31.647025901877697,6
W02000225,15.118294618307992,23.482129360044134,5.6204554877717445,24.61613374884424,18.995678261072495,7
W02000226,22.465753414387994,52.323582094386616,8.288085306627973,36.64342152214802,28.35533621552004,6
W02000227,47.6192776806164,1210.2101291574766,-20.565348388398313,115.8039037496311,136.36925213802942,6
W02000228,16.03982259034895,23.690126884314417,6.500011720170116,25.579633460527788,19.07962174035767,7
W02000229,18.176014957790972,102.23944367677899,-1.6422353895205717,37.994265305102516,39.63650069462309,3
W02000230,10.623105759728714,8.193891139782442,5.012610932836149,16.23360058662128,11.22098965378513,9
W02000231,12.010113673183808,22.072660285121334,2.801729897986224,21.21849744838139,18.416767550395168,5
W02000232,10.207893644793213,15.83153515798275,2.4092767505672548,18.00651053901917,15.597233788451916,5
W02000233,1,0,1,1,0,1
W02000234,8.308003536725842,2.354355750498998,5.300597170582924,11.31540990286876,6.0148127322858365,10
W02000235,20.110502612835923,2.9280422963564714,16.75664404609775,23.464361179574095,6.707717133476343,3
W02000236,16.31609347450087,15.83657840248614,8.516234527635822,24.115952421365918,15.599717893730098,3
W02000237,5.130093489276885,2.5494466824515727,2.000564071727665,8.259622906826106,6.259058835098441,7
W02000238,10.535450686494844,4.646483081347314,6.3105330061957545,14.760368366793934,8.449835360598179,8
W02000239,4.093688052627683,2.755525953434011,0.8401317671591042,7.347244338096262,6.507112570937157,8
W02000240,7.347593897604795,3.65992328892729,3.5979324053173807,11.097255389892208,7.499322984574828,10
W02000241,8.446948641623354,4.166352174054151,4.446266385826672,12.447630897420037,8.001364511593364,14
W02000242,7.579802612525712,4.235274203957729,3.546165372772487,11.613439852278937,8.06727447950645,9
W02000243,18.26626263776377,59.48798318429979,3.1490857782834887,33.383439497244055,30.234353718960563,7
W02000244,7.36374232868403,8.095991496366759,1.7868649826737606,12.940619674694299,11.153754692020538,8
W02000245,9.952134057356416,12.415633847524447,3.045912298054886,16.858355816657944,13.81244351860306,9
W02000246,14.473169282986683,13.756773466042713,7.203504851449992,21.742833714523375,14.539328863073383,9
W02000247,5.89955510255676,2.2831465150883172,2.937978554100975,8.861131651012546,5.9231530969115695,9
W02000248,7.316550429367645,1.3944582186887493,5.002041692526348,9.631059166208942,4.6290174736825955,8
W02000249,11.862463301515106,23.22243798130817,2.4172889913716737,21.30763761165854,18.890348620286865,10
W02000250,5.191458097004426,5.302055841577976,0.6783241835241318,9.70459201048472,9.026267826960588,9
W02000251,9.159597463389053,3.9387814653120765,5.269710205749974,13.049484721028133,7.779774515278158,12
W02000252,7.33586617346574,8.613268382915159,1.583585597919475,13.088146749012004,11.50456115109253,7
W02000253,14.896347590780621,5.738766622235414,10.201025891899961,19.591669289661283,9.39064339776132,10
W02000254,8.848434542613386,9.8279280633907309,2.70392736560384,14.992941719622934,12.289014354019093,10
W02000255,11.38218817017172,9.16566264782905,5.448318469217705,17.316057871125736,11.867739401908029,13
W02000256,16.525635541573156,14.767641729865375,8.993612409011039,24.057658674135272,15.064046265124231,5
W02000257,10.98449380707821,5.915725316513906,6.217330040652745,15.751657573503675,9.534327532850929,12
W02000258,29.31814776195885,83.48125996404278,11.410004131814862,47.22629139210284,35.81628726028798,8
W02000259,11.238794112261154,7.87709958541911,5.737824582501327,16.739763642020982,11.001939059519653,8
W02000260,9.729368707271743,2.6553809424482653,6.535482136256852,12.923255278286632,6.387773142029781,8
W02000261,11.929355638630362,1.7297923697591016,9.35153284261304,14.507178434647685,5.155645592034644,10
W02000262,12.818190367075422,17.471684991434746,4.62555800237751,21.010822731773334,16.385264729395825,7
W02000263,11.538404003692724,13.018048543935892,4.466619555168849,18.610188452216597,14.14356889704775,9
W02000264,12.035437702544295,10.056411340675819,5.819916018378096,18.250959386710495,12.431043368332398,9
W02000265,7.5794385811564595,8.571244490857117,1.841207770525303,13.317669391787616,11.476461621262313,9
W02000266,12.325983532179134,13.011480106919006,5.255983392239952,19.395983672118316,14.140000279878363,11
W02000267,13.070972349060927,24.886857599421,3.2931734068686858,22.84877129125317,19.555597884384483,9
W02000268,12.950035176314866,78.92725053576423,-4.462802779003958,30.36287313163369,34.82567591063765,4
W02000269,21.917027747325665,180.4599909434532,-4.412710215828653,48.246765710479984,52.65947592630864,9
W02000270,11.169101467220969,23.65053079615243,1.6372664336873335,20.700936500754604,19.06367006706727,8
W02000271,20.953170396194835,20.46065531239582,12.087413042866256,29.818927749523414,17.73151470665716,13
W02000272,11.09297321625251,4.337036737169647,7.011164753143184,15.174781679361836,8.163616926218651,13
W02000273,12.055427013432633,35.0745222812402,0.4475725693240076,23.66328145754126,23.21570888821725,8
W02000274,11.501890501561885,9.593956457486327,5.430964449707895,17.572816553415876,12.14185210370798,8
W02000275,12.33934104542063,4.673099715309377,8.102339763106393,16.576342327734867,8.474002564628476,9
W02000276,16.395861284281057,15.94630596332044,8.569027378499499,24.222695190062616,15.653667811563116,8
W02000277,8.87861425870921,25.943853111635715,-1.1046670712774276,18.861895588695845,19.966562659973274,3
W02000278,19.92189233367861,26.615292728928505,9.810250105659872,30.033534561697348,20.223284456037476,11
W02000279,5.293692001194658,0.8799835257491897,3.4550662338025853,7.132317768586731,3.677251534784145,4
W02000280,15.201255867010342,23.049732877121123,5.791268947744806,24.61124278627588,18.819973838531073,14
W02000281,12.811008364274514,9.973218811715192,6.621249290846447,19.00076743770258,12.379518146856133,6
W02000282,13.56464922400928,15.696085419640609,5.7994652758924445,21.329833172126115,15.53036789623367,10
W02000284,12.399483668054856,8.008279469747135,6.852898555485087,17.946068780624625,11.093170225139538,21
W02000285,27.548883080068997,160.3051593560668,2.732995020556274,52.36477113958172,49.631776119025446,9
W02000286,10.337662226248108,32.29865251857391,-0.801390853585632,21.47671530608185,22.27810615966748,16
W02000287,10.522329323704893,6.1982266602818505,5.64266667776934,15.401991969640445,9.759325291871106,13
W02000288,25.384718446902127,100.91796055566195,5.69496381992338,45.074473073880874,39.379509253957494,11
W02000289,7.311969934039263,4.508830082470314,3.1501047698589097,11.473835098219617,8.323730328360707,21
W02000290,6.322088634682421,2.034646836771867,3.5263241080917425,9.1178531612731,5.5915290531813575,14
W02000291,8.486298507067724,1.9889588480352918,5.722101641681256,11.250495372454193,5.528393730772937,7
W02000292,6.10985744277958,5.309417970278169,1.593591277613867,10.626123607945292,9.032532330331426,8
W02000293,11.255589887802426,6.935778040310848,6.093760278094435,16.417419497510416,10.323659219415982,10
W02000294,11.428122108634984,5.704686679789925,6.746762867017121,16.109481350252846,9.362718483235726,10
W02000295,5.353819732507033,5.46299446000542,0.7727020176303663,9.9349374473837,9.162235429753334,7
W02000296,8.226934596744133,4.878787988790367,3.8976907900572106,12.556178403431055,8.658487613373845,5
W02000297,19.349795736806346,35.94560442485695,7.598683706086424,31.100907767526266,23.502224061439843,7
W02000298,14.184316431794063,60.940860522714104,-1.116350540075448,29.484983403663573,30.60133394373902,5
W02000299,7.07437521202186,2.613033532743295,3.9060586843708363,10.242691739672885,6.336633055302048,8
W02000300,11.064711637385818,6.306711998825373,6.142530737145808,15.986892537625828,9.84436180048002,11
W02000301,11.705061768966038,4.212679891982674,7.682198227526851,15.727925310405226,8.045727082878374,13
W02000302,11.601711854524149,24.811110809113487,1.8388043324644237,21.364619376583875,19.52581504411945,10
W02000303,41.14758984181217,466.06704092937883,-1.166038511642725,83.46121819526707,84.62725670690979,10
W02000304,12.279254695698958,30.005080051604182,1.5429836705132285,23.01552572088469,21.47254205037146,8
W02000305,17.01867043201226,16.137948805111794,9.14494551113031,24.892395352894212,15.7474498417639,8
W02000306,9.079783987907058,3.62087302130798,5.350180014472783,12.809387961341333,7.459207946868551,7
W02000307,6.056490039582947,2.3298395225585873,3.064782916574234,9.04819716259166,5.983414246017426,5
W02000308,10.761317857891354,4.474639998563615,6.615262260280297,14.907373455502412,8.292111195222114,9
W02000309,9.704973760227643,2.1125329311670424,6.85620095279436,12.553746567660927,5.697545614866566,12
W02000310,50.21906487221129,579.2674542036411,3.0458325039634317,97.39229724045916,94.34646473649572,10
W02000311,4.842365545490801,2.1150016291255205,1.9919286915246235,7.692802399456978,5.700873707932355,5
