area_id,time_id,msoa_name,inla,direct_estimate,variance,adj_variance,n,summer,diff
W02000149,2025,Carmarthenshire 008,0.03914334411677408,0,0,0.07479202193890655,15,0.03925700472973428,-1.1366061296019803e-4
W02000151,2025,Carmarthenshire 010,0.03804379109210231,0,0,0.07479202193890655,12,0.03791737861056355,1.264124815387596e-4
W02000152,2025,Carmarthenshire 011,0.03590976512738731,0.08807098372747282,0.007383519926911046,0.007383519926911046,11,0.037180743723971225,-0.0012709785965839132
W02000153,2025,Carmarthenshire 012,0.03668804200245627,0,0,0.07479202193890655,11,0.03549088022235714,0.0011971617800991263
W02000154,2025,Carmarthenshire 013,0.04002392224236555,0.033453812880093116,0.0011583450866985581,0.0011583450866985581,13,0.03979162066700869,2.3230157535685664e-4
W02000156,2025,Carmarthenshire 015,0.03915807627099102,0,0,0.07479202193890655,7,0.037400232774257955,0.0017578434967330664
W02000157,2025,Carmarthenshire 016,0.03785156838690092,0,0,0.07479202193890655,10,0.03686780605598856,9.83762330912366e-4
W02000158,2025,Carmarthenshire 017,0.03847836025447782,0.11995782437877213,0.012986315187627282,0.012986315187627282,10,0.03950809018607283,-0.0010297299315950165
W02000159,2025,Carmarthenshire 018,0.0399357369290148,0.11541527583403557,0.01228904418486651,0.01228904418486651,9,0.03993664948559128,-9.125565764780963e-7
W02000160,2025,Carmarthenshire 019,0.03690981925411778,0,0,0.07479202193890655,6,0.036757425121038106,1.5239413307967242e-4
W02000161,2025,Carmarthenshire 020,0.04052641036542866,0,0,0.07479202193890655,8,0.04010716446377155,4.1924590165710873e-4
W02000162,2025,Carmarthenshire 021,0.03813393282904295,0,0,0.07479202193890655,5,0.037567337543224964,5.665952858179835e-4
W02000163,2025,Carmarthenshire 022,0.044238138749773684,0.04995194940408503,0.002560761373894398,0.002560761373894398,12,0.04254976750700684,0.0016883712427668424
W02000164,2025,Carmarthenshire 023,0.038963615369844,0,0,0.07479202193890655,21,0.03829272444224853,6.70890927595473e-4
W02000165,2025,Carmarthenshire 024,0.04441451859426695,0,0,0.07479202193890655,5,0.04316100470248729,0.0012535138917796548
W02000166,2025,Carmarthenshire 025,0.045075277549864005,0.10945117253822854,0.010986221017845561,0.010986221017845561,11,0.04343747663255093,0.0016378009173130745
W02000167,2025,Carmarthenshire 026,0.048787366754919126,0.07520499352405367,0.005447086941015859,0.005447086941015859,10,0.04758776566879804,0.001199601086121084
W02000168,2025,Swansea 001,0.03906141873994217,0.02275544785005516,5.475670003816087e-4,5.475670003816087e-4,17,0.04063924218404863,-0.001577823444106459
W02000169,2025,Swansea 002,0.04108564804886132,0.17491384248555408,0.009607214661755466,0.009607214661755466,17,0.042682086793052236,-0.0015964387441909159
W02000170,2025,Swansea 003,0.037412427152067475,0.025451602102028847,6.892009555309017e-4,6.892009555309017e-4,14,0.03903964112453602,-0.0016272139724685455
W02000171,2025,Swansea 004,0.03663127161598949,0,0,0.07479202193890655,5,0.03651881019485352,1.1246142113596758e-4
W02000172,2025,Swansea 005,0.0379432043970545,0,0,0.07479202193890655,7,0.03691449128830411,0.0010287131087503912
W02000173,2025,Swansea 006,0.04011697448103424,0.13584555172983476,0.016461669568469697,0.016461669568469697,7,0.04155476862899183,-0.0014377941479575898
W02000174,2025,Swansea 007,0.03393669405759244,0,0,0.07479202193890655,10,0.03482981558062331,-8.931215230308723e-4
W02000175,2025,Swansea 008,0.03803950452362988,0,0,0.07479202193890655,6,0.040402638522165316,-0.0023631339985354383
W02000176,2025,Swansea 009,0.0357494767521113,0,0,0.07479202193890655,8,0.035698407870542605,5.106888156869438e-5
W02000177,2025,Swansea 010,0.038623041847219534,0,0,0.07479202193890655,6,0.03819908243444518,4.239594127743579e-4
W02000178,2025,Swansea 011,0.04399296903764477,0,0,0.07479202193890655,10,0.04371098874679553,2.8198029084924164e-4
W02000179,2025,Swansea 012,0.03289245179349065,0,0,0.07479202193890655,14,0.032682902642568665,2.0954915092198656e-4
W02000180,2025,Swansea 013,0.038565631761446346,0,0,0.07479202193890655,9,0.03952331904661559,-9.576872851692411e-4
W02000181,2025,Swansea 014,0.03848041928468299,0,0,0.07479202193890655,8,0.0397057468883738,-0.001225327603690811
W02000182,2025,Swansea 015,0.038454476274533474,0,0,0.07479202193890655,10,0.03902154035716289,-5.670640826294163e-4
W02000183,2025,Swansea 016,0.04372430932664199,0,0,0.07479202193890655,9,0.04552094460454824,-0.0017966352779062514
W02000184,2025,Swansea 017,0.03773917229076929,0.023253688648241382,5.65498030432949e-4,5.65498030432949e-4,16,0.03819959320264635,-4.604209118770561e-4
W02000185,2025,Swansea 018,0.030962486576947012,0,0,0.07479202193890655,6,0.032209183603066106,-0.0012466970261190945
W02000186,2025,Swansea 019,0.04460059464293664,0,0,0.07479202193890655,11,0.04603095401542656,-0.00143035937248992
W02000188,2025,Swansea 021,0.04564233059597264,0,0,0.07479202193890655,6,0.04675350969748364,-0.0011111791015109979
W02000189,2025,Swansea 022,0.03497211991063955,0.045245800415916214,0.0020724102485816503,0.0020724102485816503,15,0.03602558291273031,-0.0010534630020907557
W02000191,2025,Swansea 024,0.043452223078258904,0,0,0.07479202193890655,10,0.043403321707562455,4.890137069644973e-5
W02000192,2025,Swansea 025,0.053296040369284516,0,0,0.07479202193890655,17,0.05333450318370995,-3.846281442543287e-5
W02000193,2025,Swansea 026,0.05178585887190528,0,0,0.07479202193890655,14,0.051415165341541016,3.706935303642647e-4
W02000194,2025,Swansea 027,0.0355433456977328,0.057861618671069794,0.0034155876022569248,0.0034155876022569248,14,0.037907876639729776,-0.002364530941996977
W02000195,2025,Swansea 028,0.029543464891020638,0,0,0.07479202193890655,11,0.030174854055235904,-6.31389164215266e-4
W02000196,2025,Swansea 029,0.03469754461043277,0.06431353158070455,0.0041851053588100266,0.0041851053588100266,10,0.03551873701247881,-8.211924020460407e-4
W02000197,2025,Swansea 030,0.028756167341275268,0,0,0.07479202193890655,8,0.030005666383402487,-0.0012494990421272195
W02000198,2025,Swansea 031,0.030821859052702797,0,0,0.07479202193890655,10,0.03214859447697313,-0.0013267354242703332
W02000200,2025,Neath Port Talbot 002,0.03782880214881395,0,0,0.07479202193890655,11,0.036298953663793314,0.001529848485020635
W02000201,2025,Neath Port Talbot 003,0.036805081511096266,0,0,0.07479202193890655,16,0.03650784619504535,2.9723531605091447e-4
W02000202,2025,Neath Port Talbot 004,0.037058442277354865,0,0,0.07479202193890655,9,0.03740048557242551,-3.4204329507064174e-4
W02000204,2025,Neath Port Talbot 006,0.034832613425198,0,0,0.07479202193890655,4,0.03438880233219675,4.438110930012479e-4
W02000205,2025,Neath Port Talbot 007,0.03529247664603545,0,0,0.07479202193890655,11,0.036382008116669494,-0.0010895314706340434
W02000206,2025,Neath Port Talbot 008,0.03921972541146097,0,0,0.07479202193890655,18,0.03986682706924827,-6.47101657787294e-4
W02000207,2025,Neath Port Talbot 009,0.03300077076523802,0,0,0.07479202193890655,14,0.03320183028863683,-2.0105952339881383e-4
W02000208,2025,Neath Port Talbot 010,0.04165906974120936,0,0,0.07479202193890655,9,0.04232848628218209,-6.69416540972731e-4
W02000210,2025,Neath Port Talbot 012,0.03936407994953942,0,0,0.07479202193890655,8,0.03893371904254669,4.3036090699273555e-4
W02000211,2025,Neath Port Talbot 013,0.0402885524232164,0.08879655252184405,0.00780270651726559,0.00780270651726559,10,0.04146833557039871,-0.0011797831471823117
W02000212,2025,Neath Port Talbot 014,0.03836098733892972,0.2655819659314653,0.04299357300009459,0.04299357300009459,11,0.039327135708261414,-9.661483693316972e-4
W02000213,2025,Neath Port Talbot 015,0.03362907736855341,0,0,0.07479202193890655,11,0.03421213510979897,-5.830577412455629e-4
W02000214,2025,Neath Port Talbot 016,0.036568107815632876,0,0,0.07479202193890655,16,0.03651479811595647,5.330969967640847e-5
W02000215,2025,Neath Port Talbot 017,0.038409875841912376,0,0,0.07479202193890655,17,0.038494946806477415,-8.507096456503854e-5
W02000216,2025,Neath Port Talbot 018,0.03708777885058699,0,0,0.07479202193890655,13,0.03737829869585749,-2.9051984527049546e-4
W02000217,2025,Neath Port Talbot 019,0.036673119482555826,0,0,0.07479202193890655,16,0.036604048930880546,6.907055167527931e-5
W02000218,2025,Bridgend 001,0.04313734405499796,0.10910048097014553,0.010758045337505273,0.010758045337505273,11,0.04255258971850703,5.847543364909252e-4
W02000219,2025,Bridgend 002,0.03842255577172365,0,0,0.07479202193890655,12,0.03850085250923881,-7.829673751516553e-5
W02000220,2025,Bridgend 003,0.03966454901058639,0,0,0.07479202193890655,15,0.038983903357388626,6.806456531977673e-4
W02000221,2025,Bridgend 004,0.04068553398761955,0,0,0.07479202193890655,12,0.039231330793115214,0.0014542031945043374
W02000222,2025,Bridgend 005,0.0374022807385504,0.092350063637613,0.007874227362893319,0.007874227362893319,15,0.03706262262187117,3.396581166792284e-4
W02000223,2025,Bridgend 006,0.03741485546729511,0,0,0.07479202193890655,17,0.03685785445430009,5.570010129950162e-4
